colour	y	x	PANEL	fill
#F8766D	0.412116113706319	0.523962306256481	1	#F8766D
#00BFC4	0.365988519902861	0.364934677506775	1	#00BFC4
#F8766D	0.439865447525448	0.523590995085995	2	#F8766D
#00BFC4	0.447848902906617	0.476600937343358	2	#00BFC4
