fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456278801494975	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456278801494975	0.0492348972482153	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0492348972482153	0.0529932413783688	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0529932413783688	0.0573298222605588	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0573298222605588	0.0655980819678544	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0655980819678544	0.0932424339576067	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.0932424339576067	0.124040893121233	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.124040893121233	0.16485410511236	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.16485410511236	0.205519398338525	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.205519398338525	0.251893537908264	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.251893537908264	0.323357290298055	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.323357290298055	0.418812901566216	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.418812901566216	0.531190555876674	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.531190555876674	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
