fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456091084066639	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456091084066639	0.0493545438430938	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0493545438430938	0.0527910119827288	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0527910119827288	0.0574916607379205	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0574916607379205	0.0657833405848656	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0657833405848656	0.0867826486757611	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.0867826486757611	0.107790759479681	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.107790759479681	0.14844652575474	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.14844652575474	0.182213891524945	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.182213891524945	0.229364553241536	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.229364553241536	0.284140029815661	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.284140029815661	0.380238137654257	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.380238137654257	0.545890366983361	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.545890366983361	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
