fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456391215590586	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456391215590586	0.0490409216519379	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0490409216519379	0.0529257920183476	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0529257920183476	0.0567422875127079	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0567422875127079	0.0646283496447258	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0646283496447258	0.0996908398316099	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.0996908398316099	0.140679232373937	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.140679232373937	0.179628395428252	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.179628395428252	0.226091103736986	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.226091103736986	0.272825388866163	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.272825388866163	0.360276489717224	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.360276489717224	0.453846000032733	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.453846000032733	0.539813402210342	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.539813402210342	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
