fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456491828871223	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456491828871223	0.0490166182686722	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0490166182686722	0.0529319476330273	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0529319476330273	0.0563241802390835	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0563241802390835	0.0638263796420716	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0638263796420716	0.102363760100401	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.102363760100401	0.14880896160057	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.14880896160057	0.186254432988742	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.186254432988742	0.237751480221138	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.237751480221138	0.28494821771542	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.28494821771542	0.382890466447984	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.382890466447984	0.475034874733426	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.475034874733426	0.551831463433278	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.551831463433278	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
