fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456548147553871	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456548147553871	0.0490191294601829	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0490191294601829	0.0529550648375603	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0529550648375603	0.0562223881320831	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0562223881320831	0.0636257664267227	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0636257664267227	0.103437746781771	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.103437746781771	0.152173535594351	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.152173535594351	0.188531095027035	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.188531095027035	0.243619671534398	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.243619671534398	0.291549892800543	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.291549892800543	0.395374258120486	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.395374258120486	0.487065417113955	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.487065417113955	0.558764521021092	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.558764521021092	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
