y	x	clickSelects	group	xmin	xmax	ymin	ymax
0.887323943661972	0.321957031170257	Africa	13	0.0454545454545455	0.321957031170257	0.855633802816901	0.919014084507042
0.816901408450704	0.23978503238757	The Americas	12	0.0454545454545455	0.23978503238757	0.785211267605634	0.848591549295775
0.676056338028169	0.139664343552258	North America	10	0.0454545454545455	0.139664343552258	0.644366197183099	0.707746478873239
0.535211267605634	0.128671008828983	South America	8	0.0454545454545455	0.128671008828983	0.503521126760563	0.566901408450704
0.323943661971831	0.0623587709154209	Central America	5	0.0454545454545455	0.0623587709154209	0.292253521126761	0.355633802816901
0.253521126760563	0.0547118790899429	Isthmic Central America	4	0.0454545454545455	0.0547118790899429	0.221830985915493	0.285211267605634
0.183098591549296	0.0527671946402289	Greater Antilles	3	0.0454545454545455	0.0527671946402289	0.151408450704225	0.214788732394366
0.0422535211267606	0.04578878809434	Lesser Antilles	1	0.0454545454545455	0.04578878809434	0.0105633802816901	0.073943661971831
0.957746478873239	0.894366586535166	Asia	14	0.0454545454545455	0.894366586535166	0.926056338028169	0.98943661971831
0.746478873239437	0.171367799291102	Europe	11	0.0454545454545455	0.171367799291102	0.714788732394366	0.778169014084507
0.605633802816901	0.120367157332184	Western Europe	9	0.0454545454545455	0.120367157332184	0.573943661971831	0.637323943661972
0.464788732394366	0.0964553620438913	Eastern Europe	7	0.0454545454545455	0.0964553620438913	0.433098591549296	0.496478873239437
0.112676056338028	0.0529556208723806	Oceania	2	0.0454545454545455	0.0529556208723806	0.0809859154929577	0.144366197183099
0.394366197183099	0.0936631961255655	(Former) Soviet Union	6	0.0454545454545455	0.0936631961255655	0.362676056338028	0.426056338028169
