fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456629664243189	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456629664243189	0.0490658830641385	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0490658830641385	0.053000353960202	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.053000353960202	0.056088215645713	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.056088215645713	0.0633188076304177	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0633188076304177	0.104440588099996	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.104440588099996	0.155323255753986	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.155323255753986	0.190358659206252	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.190358659206252	0.248892799950573	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.248892799950573	0.297267145468337	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.297267145468337	0.406683953866648	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.406683953866648	0.497324294821382	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.497324294821382	0.564633443093094	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.564633443093094	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
