fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456718809535595	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456718809535595	0.0488798818468452	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0488798818468452	0.0526146450513006	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0526146450513006	0.0550935129727882	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0550935129727882	0.0615242493694623	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0615242493694623	0.106559894463355	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.106559894463355	0.166316566191207	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.166316566191207	0.195862912871257	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.195862912871257	0.268349366814665	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.268349366814665	0.317636867836303	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.317636867836303	0.449880223735845	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.449880223735845	0.535144807834208	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.535144807834208	0.593598387481107	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.593598387481107	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
