colour	y	x	PANEL	fill
#F8766D	0.553972856254012	0.412650136651688	1	#F8766D
#00BFC4	0.525065059866962	0.318496559743779	1	#00BFC4
#F8766D	0.5797463004563	0.407335615274365	2	#F8766D
#00BFC4	0.575075669335677	0.395701070061517	2	#00BFC4
