colour	y	x	PANEL	fill
#F8766D	0.32974025974026	0.40530303030303	1	#F8766D
#F8766D	0.392987012987013	0.698787878787879	1	#F8766D
#F8766D	0.556103896103896	0.585909090909091	1	#F8766D
#F8766D	0.298051948051948	0.401212121212121	1	#F8766D
#F8766D	0.449220779220779	0.632424242424242	1	#F8766D
#F8766D	0.388441558441558	0.551666666666667	2	#F8766D
#F8766D	0.395844155844156	0.412575757575758	2	#F8766D
#F8766D	0.225714285714286	0.380909090909091	2	#F8766D
#F8766D	0.356233766233766	0.725	2	#F8766D
#F8766D	0.350649350649351	0.58	2	#F8766D
