colour	y	x	PANEL	fill
#F8766D	0.50987012987013	0.551666666666667	1	#F8766D
#F8766D	0.388831168831169	0.511212121212121	1	#F8766D
#F8766D	0.370519480519481	0.572121212121212	1	#F8766D
#F8766D	0.365844155844156	0.628484848484848	1	#F8766D
#F8766D	0.326623376623377	0.454848484848485	1	#F8766D
#F8766D	0.274285714285714	0.628787878787879	1	#F8766D
#F8766D	0.327142857142857	0.63469696969697	1	#F8766D
#F8766D	0.402077922077922	0.532878787878788	1	#F8766D
#F8766D	0.324285714285714	0.691060606060606	1	#F8766D
#F8766D	0.400909090909091	0.706818181818182	1	#F8766D
#F8766D	0.373896103896104	0.463939393939394	1	#F8766D
#F8766D	0.308701298701299	0.595757575757576	1	#F8766D
#F8766D	0.627012987012987	0.487727272727273	1	#F8766D
#F8766D	0.400909090909091	0.590909090909091	1	#F8766D
#F8766D	0.425714285714286	0.67469696969697	1	#F8766D
#F8766D	0.374805194805195	0.582727272727273	1	#F8766D
#00BFC4	0.404935064935065	0.354848484848485	1	#00BFC4
#00BFC4	0.274935064935065	0.415757575757576	1	#00BFC4
#F8766D	0.24038961038961	0.433636363636364	1	#F8766D
#F8766D	0.443246753246753	0.538939393939394	1	#F8766D
#00BFC4	0.49	0.584090909090909	1	#00BFC4
#F8766D	0.384155844155844	0.555151515151515	1	#F8766D
#F8766D	0.41038961038961	0.588484848484848	1	#F8766D
#F8766D	0.405844155844156	0.539393939393939	1	#F8766D
#F8766D	0.541038961038961	0.677878787878788	1	#F8766D
#F8766D	0.445584415584416	0.659090909090909	1	#F8766D
#F8766D	0.407012987012987	0.447121212121212	1	#F8766D
#F8766D	0.384545454545455	0.613030303030303	1	#F8766D
#F8766D	0.226233766233766	0.623939393939394	1	#F8766D
#F8766D	0.426753246753247	0.671212121212121	1	#F8766D
#F8766D	0.618961038961039	0.500606060606061	1	#F8766D
#F8766D	0.404805194805195	0.645454545454546	1	#F8766D
#F8766D	0.614805194805195	0.466666666666667	1	#F8766D
#F8766D	0.576233766233766	0.431060606060606	1	#F8766D
#F8766D	0.40025974025974	0.735454545454545	1	#F8766D
#F8766D	0.384025974025974	0.561969696969697	1	#F8766D
#00BFC4	0.294025974025974	0.589090909090909	1	#00BFC4
#F8766D	0.243246753246753	0.686363636363636	1	#F8766D
#F8766D	0.311298701298701	0.711060606060606	1	#F8766D
#F8766D	0.249350649350649	0.376818181818182	1	#F8766D
#F8766D	0.387532467532468	0.470606060606061	1	#F8766D
#F8766D	0.364545454545455	0.625909090909091	1	#F8766D
#F8766D	0.535844155844156	0.544242424242424	1	#F8766D
#F8766D	0.517922077922078	0.578181818181818	1	#F8766D
#F8766D	0.582207792207792	0.488787878787879	1	#F8766D
#F8766D	0.440519480519481	0.655606060606061	1	#F8766D
#F8766D	0.428441558441558	0.586363636363636	1	#F8766D
#F8766D	0.455584415584416	0.651212121212121	1	#F8766D
#F8766D	0.58012987012987	0.493939393939394	1	#F8766D
#F8766D	0.558831168831169	0.57469696969697	1	#F8766D
#F8766D	0.460779220779221	0.609090909090909	1	#F8766D
#F8766D	0.397662337662338	0.566363636363636	1	#F8766D
#F8766D	0.411428571428571	0.545606060606061	1	#F8766D
#F8766D	0.465714285714286	0.506060606060606	1	#F8766D
#F8766D	0.392987012987013	0.648636363636364	1	#F8766D
#F8766D	0.227272727272727	0.649090909090909	1	#F8766D
#F8766D	0.263246753246753	0.692424242424242	1	#F8766D
#F8766D	0.366493506493507	0.412272727272727	1	#F8766D
#F8766D	0.337142857142857	0.415606060606061	1	#F8766D
#F8766D	0.364025974025974	0.657878787878788	1	#F8766D
#F8766D	0.212207792207792	0.319848484848485	1	#F8766D
#F8766D	0.364675324675325	0.457272727272727	1	#F8766D
#F8766D	0.516753246753247	0.551666666666667	1	#F8766D
#F8766D	0.375454545454545	0.691060606060606	1	#F8766D
#F8766D	0.352077922077922	0.59969696969697	1	#F8766D
#F8766D	0.374675324675325	0.624848484848485	1	#F8766D
#F8766D	0.434545454545455	0.710757575757576	1	#F8766D
#F8766D	0.478441558441559	0.681060606060606	1	#F8766D
#F8766D	0.42948051948052	0.301212121212121	1	#F8766D
#F8766D	0.311688311688312	0.678484848484848	1	#F8766D
#F8766D	0.37	0.320757575757576	1	#F8766D
#F8766D	0.537922077922078	0.50469696969697	1	#F8766D
#F8766D	0.274415584415584	0.328181818181818	1	#F8766D
#F8766D	0.363116883116883	0.660454545454546	1	#F8766D
#F8766D	0.424675324675325	0.667727272727273	1	#F8766D
#F8766D	0.441818181818182	0.505	1	#F8766D
#F8766D	0.399090909090909	0.645606060606061	1	#F8766D
#F8766D	0.462337662337662	0.347424242424242	1	#F8766D
#F8766D	0.491038961038961	0.318333333333333	1	#F8766D
#F8766D	0.316883116883117	0.387575757575758	1	#F8766D
#F8766D	0.328961038961039	0.648787878787879	1	#F8766D
#F8766D	0.390649350649351	0.47030303030303	1	#F8766D
#F8766D	0.411428571428571	0.593636363636364	1	#F8766D
#F8766D	0.541428571428571	0.493939393939394	1	#F8766D
#F8766D	0.298051948051948	0.482878787878788	1	#F8766D
#F8766D	0.418441558441559	0.624090909090909	1	#F8766D
#F8766D	0.345584415584416	0.241666666666667	1	#F8766D
#F8766D	0.405584415584416	0.241818181818182	1	#F8766D
#F8766D	0.338181818181818	0.390909090909091	1	#F8766D
#F8766D	0.197142857142857	0.682121212121212	1	#F8766D
#F8766D	0.49961038961039	0.608636363636364	1	#F8766D
#F8766D	0.397012987012987	0.333939393939394	1	#F8766D
#F8766D	0.569220779220779	0.560151515151515	1	#F8766D
#F8766D	0.514415584415585	0.613181818181818	1	#F8766D
#F8766D	0.505454545454545	0.577878787878788	1	#F8766D
#F8766D	0.529220779220779	0.291363636363636	1	#F8766D
#F8766D	0.412207792207792	0.339848484848485	1	#F8766D
#F8766D	0.33025974025974	0.436060606060606	1	#F8766D
#F8766D	0.362467532467532	0.481666666666667	1	#F8766D
#F8766D	0.386883116883117	0.548787878787879	1	#F8766D
#F8766D	0.423636363636364	0.568181818181818	1	#F8766D
#F8766D	0.47974025974026	0.557727272727273	1	#F8766D
#F8766D	0.296623376623377	0.313030303030303	1	#F8766D
#F8766D	0.351428571428571	0.410909090909091	1	#F8766D
#F8766D	0.676233766233766	0.586363636363636	1	#F8766D
#F8766D	0.421948051948052	0.533484848484848	1	#F8766D
#F8766D	0.377922077922078	0.50030303030303	1	#F8766D
#F8766D	0.332597402597403	0.655	1	#F8766D
#F8766D	0.363766233766234	0.208636363636364	1	#F8766D
#F8766D	0.315194805194805	0.767727272727273	1	#F8766D
#F8766D	0.195584415584416	0.446969696969697	1	#F8766D
#F8766D	0.308701298701299	0.397424242424242	1	#F8766D
#F8766D	0.355064935064935	0.380909090909091	1	#F8766D
#F8766D	0.345454545454546	0.347575757575758	1	#F8766D
#F8766D	0.372337662337662	0.406969696969697	1	#F8766D
#F8766D	0.462207792207792	0.596818181818182	1	#F8766D
#F8766D	0.51948051948052	0.449242424242424	1	#F8766D
#F8766D	0.544025974025974	0.617424242424242	1	#F8766D
#F8766D	0.434805194805195	0.404393939393939	1	#F8766D
#F8766D	0.442467532467533	0.443787878787879	1	#F8766D
#F8766D	0.352727272727273	0.656212121212121	1	#F8766D
#F8766D	0.451298701298701	0.653636363636364	1	#F8766D
#F8766D	0.514935064935065	0.630757575757576	1	#F8766D
#F8766D	0.481818181818182	0.59	1	#F8766D
#F8766D	0.393116883116883	0.669393939393939	1	#F8766D
#F8766D	0.427922077922078	0.601060606060606	1	#F8766D
#F8766D	0.395194805194805	0.541515151515152	1	#F8766D
#F8766D	0.299090909090909	0.418333333333333	1	#F8766D
#F8766D	0.355454545454546	0.728030303030303	1	#F8766D
#F8766D	0.315974025974026	0.629242424242424	1	#F8766D
#F8766D	0.247922077922078	0.702424242424243	1	#F8766D
#F8766D	0.41012987012987	0.64030303030303	1	#F8766D
#F8766D	0.273376623376623	0.635909090909091	1	#F8766D
#F8766D	0.41961038961039	0.552878787878788	1	#F8766D
#F8766D	0.296623376623377	0.637272727272727	1	#F8766D
#F8766D	0.322987012987013	0.73530303030303	1	#F8766D
#F8766D	0.311558441558442	0.425909090909091	1	#F8766D
#F8766D	0.423246753246753	0.566969696969697	1	#F8766D
#F8766D	0.422467532467533	0.653484848484848	1	#F8766D
#F8766D	0.363246753246753	0.586969696969697	1	#F8766D
#F8766D	0.353376623376623	0.53469696969697	1	#F8766D
#F8766D	0.362727272727273	0.419242424242424	1	#F8766D
#F8766D	0.394935064935065	0.56469696969697	1	#F8766D
#F8766D	0.438571428571429	0.424242424242424	1	#F8766D
#F8766D	0.43961038961039	0.558787878787879	1	#F8766D
#F8766D	0.312337662337662	0.635606060606061	1	#F8766D
#F8766D	0.342337662337662	0.317575757575758	1	#F8766D
#F8766D	0.430519480519481	0.547878787878788	1	#F8766D
#F8766D	0.33974025974026	0.640151515151515	1	#F8766D
#F8766D	0.35974025974026	0.556969696969697	1	#F8766D
#F8766D	0.395714285714286	0.629242424242424	1	#F8766D
#F8766D	0.675454545454545	0.456060606060606	1	#F8766D
#F8766D	0.388961038961039	0.497575757575758	1	#F8766D
#F8766D	0.565194805194805	0.466818181818182	1	#F8766D
#F8766D	0.416363636363636	0.533030303030303	1	#F8766D
#F8766D	0.423766233766234	0.710757575757576	1	#F8766D
#F8766D	0.667272727272727	0.635757575757576	1	#F8766D
#F8766D	0.603376623376623	0.602424242424242	1	#F8766D
#F8766D	0.437142857142857	0.570757575757576	1	#F8766D
#F8766D	0.242207792207792	0.678787878787879	1	#F8766D
#F8766D	0.363246753246753	0.688787878787879	1	#F8766D
#F8766D	0.272857142857143	0.685757575757576	1	#F8766D
#F8766D	0.48987012987013	0.540454545454545	1	#F8766D
#F8766D	0.509220779220779	0.606363636363636	1	#F8766D
#F8766D	0.624285714285714	0.598636363636364	1	#F8766D
#F8766D	0.646883116883117	0.610454545454545	1	#F8766D
#F8766D	0.382857142857143	0.565151515151515	1	#F8766D
#F8766D	0.482727272727273	0.506212121212121	1	#F8766D
#F8766D	0.365844155844156	0.599090909090909	1	#F8766D
#F8766D	0.463506493506494	0.593787878787879	1	#F8766D
#F8766D	0.426363636363636	0.656818181818182	1	#F8766D
#F8766D	0.42961038961039	0.622272727272727	1	#F8766D
#F8766D	0.303506493506494	0.718333333333333	1	#F8766D
#F8766D	0.398051948051948	0.695606060606061	1	#F8766D
#F8766D	0.609350649350649	0.556515151515152	1	#F8766D
#F8766D	0.434415584415584	0.654848484848485	1	#F8766D
#F8766D	0.254415584415584	0.628181818181818	1	#F8766D
#F8766D	0.451818181818182	0.710606060606061	1	#F8766D
#F8766D	0.443896103896104	0.225	1	#F8766D
#F8766D	0.314675324675325	0.362575757575758	1	#F8766D
#F8766D	0.478441558441559	0.582272727272727	1	#F8766D
#F8766D	0.398181818181818	0.846363636363636	1	#F8766D
#F8766D	0.393636363636364	0.750757575757576	1	#F8766D
#F8766D	0.572337662337662	0.692727272727273	1	#F8766D
