colour	y	x	PANEL	fill
#F8766D	0.384155844155844	0.555151515151515	1	#F8766D
#F8766D	0.41038961038961	0.588484848484848	1	#F8766D
#F8766D	0.407012987012987	0.447121212121212	1	#F8766D
#F8766D	0.384545454545455	0.613030303030303	1	#F8766D
#F8766D	0.441168831168831	0.52969696969697	2	#F8766D
#F8766D	0.438831168831169	0.51530303030303	2	#F8766D
#F8766D	0.321688311688312	0.578484848484848	2	#F8766D
#F8766D	0.370649350649351	0.345	2	#F8766D
#F8766D	0.358441558441559	0.516060606060606	2	#F8766D
#F8766D	0.350649350649351	0.398636363636364	2	#F8766D
#00BFC4	0.340649350649351	0.400151515151515	2	#00BFC4
#F8766D	0.457142857142857	0.538181818181818	2	#F8766D
