y	x	clickSelects	group	xmin	xmax	ymin	ymax
0.887323943661972	0.350015251348457	Africa	13	0.0454545454545455	0.350015251348457	0.855633802816901	0.919014084507042
0.816901408450704	0.246253168821923	The Americas	12	0.0454545454545455	0.246253168821923	0.785211267605634	0.848591549295775
0.676056338028169	0.143024407623463	North America	10	0.0454545454545455	0.143024407623463	0.644366197183099	0.707746478873239
0.535211267605634	0.131238600016496	South America	8	0.0454545454545455	0.131238600016496	0.503521126760563	0.566901408450704
0.323943661971831	0.0628992520910553	Central America	5	0.0454545454545455	0.0628992520910553	0.292253521126761	0.355633802816901
0.253521126760563	0.0551254039441924	Isthmic Central America	4	0.0454545454545455	0.0551254039441924	0.221830985915493	0.285211267605634
0.183098591549296	0.0528903090921909	Greater Antilles	3	0.0454545454545455	0.0528903090921909	0.151408450704225	0.214788732394366
0.0422535211267606	0.045792629963763	Lesser Antilles	1	0.0454545454545455	0.045792629963763	0.0105633802816901	0.073943661971831
0.957746478873239	0.915350178801476	Asia	14	0.0454545454545455	0.915350178801476	0.926056338028169	0.98943661971831
0.746478873239437	0.169886933258992	Europe	11	0.0454545454545455	0.169886933258992	0.714788732394366	0.778169014084507
0.605633802816901	0.12045045604649	Western Europe	9	0.0454545454545455	0.12045045604649	0.573943661971831	0.637323943661972
0.464788732394366	0.094891022667047	Eastern Europe	7	0.0454545454545455	0.094891022667047	0.433098591549296	0.496478873239437
0.112676056338028	0.0532360773402542	Oceania	2	0.0454545454545455	0.0532360773402542	0.0809859154929577	0.144366197183099
0.394366197183099	0.0930284145186411	(Former) Soviet Union	6	0.0454545454545455	0.0930284145186411	0.362676056338028	0.426056338028169
