colour	y	x	PANEL	fill
#F8766D	0.773532840353563	0.202070575527134	1	#F8766D
#00BFC4	0.766360837028825	0.187429884207933	1	#00BFC4
#F8766D	0.786168063355563	0.172813197430385	2	#F8766D
#00BFC4	0.781565517080038	0.190503059495329	2	#00BFC4
