colour	x	y	group	clickSelects
#53B400	0.894511149228129	0.803416733859774	46	Argentina
#53B400	0.911663807890222	0.806035165344828	46	Argentina
#53B400	0.928816466552314	0.808614073335768	46	Argentina
#53B400	0.945969125214407	NA	46	Argentina
#F8766D	0.0540308747855932	NA	189	American Samoa
#F8766D	0.0711835334476857	NA	189	American Samoa
#F8766D	0.0883361921097783	NA	189	American Samoa
#F8766D	0.105488850771871	NA	189	American Samoa
#F8766D	0.122641509433963	NA	189	American Samoa
#F8766D	0.139794168096056	NA	189	American Samoa
#F8766D	0.156946826758149	NA	189	American Samoa
#F8766D	0.174099485420241	NA	189	American Samoa
#F8766D	0.191252144082334	NA	189	American Samoa
#F8766D	0.208404802744426	NA	189	American Samoa
#F8766D	0.225557461406519	NA	189	American Samoa
#F8766D	0.242710120068611	NA	189	American Samoa
#F8766D	0.259862778730704	NA	189	American Samoa
#F8766D	0.277015437392797	NA	189	American Samoa
#F8766D	0.294168096054889	NA	189	American Samoa
#F8766D	0.311320754716982	NA	189	American Samoa
#F8766D	0.328473413379074	NA	189	American Samoa
#F8766D	0.345626072041167	NA	189	American Samoa
#F8766D	0.362778730703259	NA	189	American Samoa
#F8766D	0.379931389365352	NA	189	American Samoa
#F8766D	0.397084048027445	NA	189	American Samoa
#F8766D	0.414236706689537	NA	189	American Samoa
#F8766D	0.43138936535163	NA	189	American Samoa
#F8766D	0.448542024013722	NA	189	American Samoa
#F8766D	0.465694682675815	NA	189	American Samoa
#F8766D	0.482847341337907	NA	189	American Samoa
#F8766D	0.5	NA	189	American Samoa
#F8766D	0.517152658662093	NA	189	American Samoa
#F8766D	0.534305317324185	NA	189	American Samoa
#F8766D	0.551457975986278	NA	189	American Samoa
#F8766D	0.56861063464837	NA	189	American Samoa
#F8766D	0.585763293310463	NA	189	American Samoa
#F8766D	0.602915951972555	NA	189	American Samoa
#F8766D	0.620068610634648	NA	189	American Samoa
#F8766D	0.637221269296741	NA	189	American Samoa
#F8766D	0.654373927958833	NA	189	American Samoa
#F8766D	0.671526586620926	NA	189	American Samoa
#F8766D	0.688679245283018	NA	189	American Samoa
#F8766D	0.705831903945111	NA	189	American Samoa
