x	y	label	showSelected	key
0.710427833083012	0.525837549123912	United Arab Emirates	United Arab Emirates	United Arab Emirates
0.24834156188412	0.798434548494257	Afghanistan	Afghanistan	Afghanistan
0.753306263793557	0.170408406973967	Antigua and Barbuda	Antigua and Barbuda	Antigua and Barbuda
0.723751430969006	0.381234122934624	Albania	Albania	Albania
0.726618024393064	0.21177019779838	Armenia	Armenia	Armenia
0.257226367354232	0.735251970384524	Angola	Angola	Angola
0.718129593964885	0.302093058601298	Argentina	Argentina	Argentina
0.763418957816385	0.133497622511236	Austria	Austria	Austria
0.794703323542022	0.162700566689103	Australia	Australia	Australia
0.759930629427225	0.209924658575244	Aruba	Aruba	Aruba
0.6377342465338	0.288957161777797	Azerbaijan	Azerbaijan	Azerbaijan
0.731919873108303	0.172253946197104	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina
0.757736695470299	0.161940638773693	Barbados	Barbados	Barbados
0.501388832781151	0.612795014872875	Bangladesh	Bangladesh	Bangladesh
0.77885972287266	0.12850381049569	Belgium	Belgium	Belgium
0.362710772808581	0.720813339991749	Burkina Faso	Burkina Faso	Burkina Faso
0.736759600969283	0.172579629589422	Bulgaria	Bulgaria	Bulgaria
0.727900257750186	0.462654971014178	Bahrain	Bahrain	Bahrain
0.368629416052156	0.664252990859153	Burundi	Burundi	Burundi
0.34285933782262	0.715493844583885	Benin	Benin	Benin
0.739286824390997	0.386662179473261	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
0.461247784071599	0.532676900362594	Bolivia	Bolivia	Bolivia
0.613694841306141	0.371029376641987	Brazil	Brazil	Brazil
0.690934769779257	0.277775365308205	Bahamas, The	Bahamas, The	Bahamas, The
0.369110918619872	0.653396877781879	Bhutan	Bhutan	Bhutan
0.585358016160776	0.605955663634192	Botswana	Botswana	Botswana
0.724051277477238	0.175836463512604	Belarus	Belarus	Belarus
0.730231003802122	0.551457975986278	Belize	Belize	Belize
0.806788391934579	0.136754456434418	Canada	Canada	Canada
0.345730871683442	0.679885793690427	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.
0.398187669179082	0.599876240310919	Central African Republic	Central African Republic	Central African Republic
0.510552202878047	0.608561130772738	Congo, Rep.	Congo, Rep.	Congo, Rep.
0.812295078758733	0.122641509433962	Switzerland	Switzerland	Switzerland
0.443299937374263	0.754684412792843	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire
0.725504905986719	0.240973141976247	Chile	Chile	Chile
0.437317068452753	0.648837310289424	Cameroon	Cameroon	Cameroon
0.679868951494526	0.234025229606792	China	China	China
0.663933762728228	0.359739019041622	Colombia	Colombia	Colombia
0.773499729017044	0.338026792887075	Costa Rica	Costa Rica	Costa Rica
0.779657033359691	0.151518770219511	Cuba	Cuba	Cuba
0.57831599360373	0.623542566819376	Cape Verde	Cape Verde	Cape Verde
0.798234215694072	0.215461276244653	Cyprus	Cyprus	Cyprus
0.730865279875933	0.172579629589422	Czech Republic	Czech Republic	Czech Republic
0.770654037440834	0.106357339818052	Germany	Germany	Germany
0.389478439230899	0.671960831144017	Djibouti	Djibouti	Djibouti
0.789192836381893	0.108202879041188	Denmark	Denmark	Denmark
0.741080582970018	0.335421325748529	Dominica	Dominica	Dominica
0.621358218794691	0.408157283366264	Dominican Republic	Dominican Republic	Dominican Republic
0.580002582708328	0.667618385913108	Algeria	Algeria	Algeria
0.627672477013003	0.47144842260677	Ecuador	Ecuador	Ecuador
0.70467336435345	0.179093297435786	Estonia	Estonia	Estonia
0.520510603260391	0.523340643116139	Egypt, Arab Rep.	Egypt, Arab Rep.	Egypt, Arab Rep.
0.313218997438688	0.658824934320516	Eritrea	Eritrea	Eritrea
0.813857016843431	0.163460494604512	Spain	Spain	Spain
0.309145037276165	0.703660681329657	Ethiopia	Ethiopia	Ethiopia
0.785248087642436	0.1400112903576	Finland	Finland	Finland
0.618225601852558	0.367229737064941	Fiji	Fiji	Fiji
0.646192654307798	0.606824152680374	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.
0.788394765827668	0.155209848665784	France	France	France
0.508829130548116	0.517261219792865	Gabon	Gabon	Gabon
0.783378322343965	0.146524958203965	United Kingdom	United Kingdom	United Kingdom
0.644721544252841	0.413911023297219	Grenada	Grenada	Grenada
0.709309394206304	0.201239768113425	Georgia	Georgia	Georgia
0.464137939578687	0.647208893327833	Ghana	Ghana	Ghana
0.394665517799767	0.637764074950605	Gambia, The	Gambia, The	Gambia, The
0.248025753964805	0.707894565429793	Guinea	Guinea	Guinea
0.305725875001706	0.580335236771826	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea
0.795811501511603	0.173013874112513	Greece	Greece	Greece
0.534225635751555	0.616486093319148	Guatemala	Guatemala	Guatemala
0.717897393436965	0.291996873439434	Guam	Guam	Guam
0.264217845442844	0.663493062943744	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau
0.562242852641631	0.311646438109299	Guyana	Guyana	Guyana
0.8028740458829	0.155209848665784	Hong Kong SAR, China	Hong Kong SAR, China	Hong Kong SAR, China
0.578035908842557	0.611383720172829	Honduras	Honduras	Honduras
0.725799432024588	0.159552293896693	Croatia	Croatia	Croatia
0.433363958974158	0.621371344203921	Haiti	Haiti	Haiti
0.708272282519409	0.161723516512148	Hungary	Hungary	Hungary
0.540403081874856	0.405660377358491	Indonesia	Indonesia	Indonesia
0.765081604804355	0.274301409123477	Ireland	Ireland	Ireland
0.782314228271665	0.293082484747161	Israel	Israel	Israel
0.501547306791204	0.443765334259722	India	India	India
0.497523511063519	0.648837310289424	Iraq	Iraq	Iraq
0.411955146306664	0.660779034674425	Iran, Islamic Rep.	Iran, Islamic Rep.	Iran, Islamic Rep.
0.827937261621552	0.198634300974879	Iceland	Iceland	Iceland
0.793297199232196	0.12611546561869	Italy	Italy	Italy
0.777424335975847	0.108962806956597	Channel Islands	Channel Islands	Channel Islands
0.731585063509125	0.339655209848666	Jamaica	Jamaica	Jamaica
0.685518910984844	0.723853051653386	Jordan	Jordan	Jordan
0.826147303378503	0.145439346896237	Japan	Japan	Japan
0.541624889890017	0.742525566146297	Kenya	Kenya	Kenya
0.618927523906679	0.394912825411989	Kyrgyz Republic	Kyrgyz Republic	Kyrgyz Republic
0.333055991147954	0.66653277460538	Cambodia	Cambodia	Cambodia
0.436331641335084	0.441811233905812	Kiribati	Kiribati	Kiribati
0.449929623478294	0.716796578153158	Comoros	Comoros	Comoros
0.624030235016957	0.311537876978527	St. Kitts and Nevis	St. Kitts and Nevis	St. Kitts and Nevis
0.694196598144455	0.256931628199839	Korea, Dem. Rep.	Korea, Dem. Rep.	Korea, Dem. Rep.
0.668017223730681	0.216004081898517	Korea, Rep.	Korea, Rep.	Korea, Rep.
0.658487881279633	0.483542132574853	Kosovo	Kosovo	Kosovo
0.734334986618828	0.511290357600365	Kuwait	Kuwait	Kuwait
0.668228142377156	0.278969537746705	Kazakhstan	Kazakhstan	Kazakhstan
0.399213759891657	0.642106520181514	Lao PDR	Lao PDR	Lao PDR
0.670410295292566	0.379280022580715	Lebanon	Lebanon	Lebanon
0.716032568575258	0.423138719412901	St. Lucia	St. Lucia	St. Lucia
0.702260911078105	0.303070108778253	Sri Lanka	Sri Lanka	Sri Lanka
0.308464777137088	0.709305860129839	Liberia	Liberia	Liberia
0.481343580660592	0.549395314501596	Lesotho	Lesotho	Lesotho
0.731317519856661	0.16932279566624	Lithuania	Lithuania	Lithuania
0.757632566264654	0.115042230279871	Luxembourg	Luxembourg	Luxembourg
0.707812441866735	0.167151573050785	Latvia	Latvia	Latvia
0.592542171283194	0.733732114553705	Libya	Libya	Libya
0.550133462098851	0.54125322969364	Morocco	Morocco	Morocco
