size	colour	x	y	clickSelects	tooltip	key	fill
2	#00C094	0.537404616792553	0.693238812775474	United Arab Emirates	United Arab Emirates population 156890	United Arab Emirates	#00C094
3.60996894379985	#A58AFF	0.147949226599327	0.789206852378574	Afghanistan	Afghanistan population 9990125	Afghanistan	#A58AFF
2.80498447189992	#C49A00	0.657512335035491	0.531808411316412	Albania	Albania population 1926382	Albania	#C49A00
2.80498447189992	#C49A00	0.693494676090336	0.364515708795623	Armenia	Armenia population 2269475	Armenia	#C49A00
3.13841995766062	#FB61D7	0.179030654384032	0.759026858023753	Angola	Angola population 5526653	Angola	#FB61D7
4.27683991532123	#53B400	0.651916720349579	0.284506155416115	Argentina	Argentina population 22618887	Argentina	#53B400
3.39427400463467	#C49A00	0.718993030297837	0.24227587554552	Austria	Austria population 7322066	Austria	#C49A00
3.60996894379985	#F8766D	0.731047696002614	0.266050763184749	Australia	Australia population 11651000	Australia	#F8766D
2	#53B400	0.682425817536825	0.346820244479666	Aruba	Aruba population 57712	Aruba	#53B400
3.13841995766062	#C49A00	0.613373332882867	0.518889636754456	Azerbaijan	Azerbaijan population 4708485	Azerbaijan	#C49A00
2.80498447189992	#C49A00	0.622024037657074	0.3188114727403	Bosnia and Herzegovina	Bosnia and Herzegovina population 3583750	Bosnia and Herzegovina	#C49A00
2	#53B400	0.674249394691987	0.366578370280305	Barbados	Barbados population 235936	Barbados	#53B400
5.77571185341255	#A58AFF	0.404037146307956	0.701706580975747	Bangladesh	Bangladesh population 59029826	Bangladesh	#A58AFF
3.60996894379985	#C49A00	0.729284340111372	0.227945806283518	Belgium	Belgium population 9527807	Belgium	#C49A00
3.13841995766062	#FB61D7	0.232932339616416	0.658173567535879	Burkina Faso	Burkina Faso population 5256363	Burkina Faso	#FB61D7
3.39427400463467	#C49A00	0.737341052373077	0.173665240897149	Bulgaria	Bulgaria population 8258057	Bulgaria	#C49A00
2	#00C094	0.559870682927596	0.724178735045704	Bahrain	Bahrain population 191782	Bahrain	#00C094
2.80498447189992	#FB61D7	0.298634448077017	0.691610395813883	Burundi	Burundi population 3153879	Burundi	#FB61D7
2.80498447189992	#FB61D7	0.212041512741975	0.668486874959289	Benin	Benin population 2681382	Benin	#FB61D7
2	#F8766D	0.646012138349103	0.595750917341555	Brunei Darussalam	Brunei Darussalam population 107440	Brunei Darussalam	#F8766D
2.80498447189992	#53B400	0.321325874135229	0.668269752697744	Bolivia	Bolivia population 3838156	Bolivia	#53B400
6.55367983064247	#53B400	0.516643761408371	0.567525023340643	Brazil	Brazil population 86721875	Brazil	#53B400
