colour	y	x	clickSelects	PANEL	fill
#F8766D	0.274285714285714	0.628787878787879	20	1	#F8766D
#F8766D	0.327142857142857	0.63469696969697	21	1	#F8766D
#F8766D	0.402077922077922	0.532878787878788	22	1	#F8766D
#F8766D	0.324285714285714	0.691060606060606	23	1	#F8766D
#F8766D	0.400909090909091	0.706818181818182	24	1	#F8766D
#F8766D	0.373896103896104	0.463939393939394	35	1	#F8766D
#F8766D	0.308701298701299	0.595757575757576	36	1	#F8766D
#F8766D	0.627012987012987	0.487727272727273	37	1	#F8766D
#F8766D	0.400909090909091	0.590909090909091	38	1	#F8766D
#F8766D	0.390649350649351	0.512575757575758	25	2	#F8766D
#00BFC4	0.321298701298701	0.358636363636364	26	2	#00BFC4
#F8766D	0.273766233766234	0.719090909090909	27	2	#F8766D
#00BFC4	0.307922077922078	0.217727272727273	28	2	#00BFC4
