colour	y	x	clickSelects	PANEL	fill
#F8766D	0.58012987012987	0.493939393939394	126	1	#F8766D
#F8766D	0.558831168831169	0.57469696969697	127	1	#F8766D
#F8766D	0.460779220779221	0.609090909090909	128	1	#F8766D
#F8766D	0.397662337662338	0.566363636363636	129	1	#F8766D
#F8766D	0.411428571428571	0.545606060606061	130	1	#F8766D
#F8766D	0.537922077922078	0.50469696969697	162	1	#F8766D
#F8766D	0.274415584415584	0.328181818181818	163	1	#F8766D
#F8766D	0.363116883116883	0.660454545454546	164	1	#F8766D
#F8766D	0.424675324675325	0.667727272727273	165	1	#F8766D
#F8766D	0.441818181818182	0.505	166	1	#F8766D
#F8766D	0.399090909090909	0.645606060606061	167	1	#F8766D
#F8766D	0.462337662337662	0.347424242424242	168	1	#F8766D
#F8766D	0.491038961038961	0.318333333333333	197	1	#F8766D
#F8766D	0.316883116883117	0.387575757575758	198	1	#F8766D
#F8766D	0.366233766233766	0.576969696969697	133	2	#F8766D
#00BFC4	0.16	0.433333333333333	134	2	#00BFC4
#00BFC4	0.140519480519481	0.373333333333333	135	2	#00BFC4
#00BFC4	0.207142857142857	0.337727272727273	136	2	#00BFC4
#F8766D	0.227792207792208	0.747121212121212	137	2	#F8766D
#F8766D	0.438441558441558	0.74030303030303	138	2	#F8766D
#F8766D	0.272727272727273	0.680454545454545	139	2	#F8766D
#F8766D	0.395194805194805	0.565606060606061	140	2	#F8766D
#F8766D	0.312857142857143	0.527272727272727	141	2	#F8766D
#F8766D	0.292337662337662	0.304848484848485	142	2	#F8766D
#00BFC4	0.292727272727273	0.452878787878788	181	2	#00BFC4
#F8766D	0.352337662337662	0.636969696969697	182	2	#F8766D
#00BFC4	0.412727272727273	0.367575757575758	183	2	#00BFC4
#F8766D	0.18012987012987	0.756363636363636	184	2	#F8766D
#00BFC4	0.34025974025974	0.289393939393939	185	2	#00BFC4
#F8766D	0.368181818181818	0.293333333333333	186	2	#F8766D
#F8766D	0.338441558441558	0.653030303030303	187	2	#F8766D
#F8766D	0.308051948051948	0.616363636363636	188	2	#F8766D
