colour	y	x	clickSelects	PANEL	fill
#F8766D	0.50987012987013	0.551666666666667	1	1	#F8766D
#F8766D	0.388831168831169	0.511212121212121	2	1	#F8766D
#F8766D	0.370519480519481	0.572121212121212	3	1	#F8766D
#F8766D	0.365844155844156	0.628484848484848	4	1	#F8766D
#F8766D	0.326623376623377	0.454848484848485	5	1	#F8766D
#F8766D	0.391558441558442	0.595606060606061	6	2	#F8766D
#F8766D	0.191688311688312	0.411969696969697	7	2	#F8766D
#F8766D	0.23012987012987	0.567727272727273	8	2	#F8766D
#F8766D	0.363636363636364	0.541969696969697	9	2	#F8766D
#F8766D	0.30025974025974	0.552878787878788	10	2	#F8766D
#F8766D	0.411168831168831	0.508636363636364	11	2	#F8766D
#F8766D	0.350779220779221	0.450909090909091	12	2	#F8766D
