colour	y	x	clickSelects	PANEL	fill
#F8766D	0.463506493506494	0.593787878787879	384	1	#F8766D
#F8766D	0.426363636363636	0.656818181818182	385	1	#F8766D
#F8766D	0.42961038961039	0.622272727272727	390	1	#F8766D
#F8766D	0.303506493506494	0.718333333333333	391	1	#F8766D
#F8766D	0.398051948051948	0.695606060606061	392	1	#F8766D
#F8766D	0.609350649350649	0.556515151515152	398	1	#F8766D
#F8766D	0.434415584415584	0.654848484848485	399	1	#F8766D
#F8766D	0.420779220779221	0.518636363636364	358	2	#F8766D
#F8766D	0.531948051948052	0.556666666666667	359	2	#F8766D
#F8766D	0.291948051948052	0.364242424242424	386	2	#F8766D
#00BFC4	0.32	0.221666666666667	387	2	#00BFC4
#F8766D	0.27	0.676818181818182	388	2	#F8766D
#F8766D	0.358571428571429	0.31	389	2	#F8766D
#F8766D	0.485324675324675	0.663787878787879	393	2	#F8766D
#00BFC4	0.408571428571429	0.186969696969697	394	2	#00BFC4
#F8766D	0.477142857142857	0.53030303030303	395	2	#F8766D
#F8766D	0.406883116883117	0.648636363636364	396	2	#F8766D
#F8766D	0.279220779220779	0.454848484848485	397	2	#F8766D
#00BFC4	0.31987012987013	0.442727272727273	400	2	#00BFC4
#00BFC4	0.449220779220779	0.33969696969697	401	2	#00BFC4
