colour	y	x	PANEL	fill
#F8766D	0.44012987012987	0.552727272727273	3	#F8766D
#00BFC4	0.406753246753247	0.577424242424242	3	#00BFC4
#00BFC4	0.664805194805195	0.481969696969697	3	#00BFC4
#00BFC4	0.501038961038961	0.623939393939394	3	#00BFC4
#F8766D	0.542597402597403	0.431818181818182	3	#F8766D
#00BFC4	0.485324675324675	0.622727272727273	3	#00BFC4
#00BFC4	0.308051948051948	0.44969696969697	3	#00BFC4
#F8766D	0.48948051948052	0.604545454545454	3	#F8766D
#F8766D	0.463376623376623	0.460454545454545	3	#F8766D
#00BFC4	0.50987012987013	0.540606060606061	3	#00BFC4
#F8766D	0.531168831168831	0.574090909090909	3	#F8766D
#F8766D	0.511948051948052	0.611515151515151	3	#F8766D
#00BFC4	0.560779220779221	0.596666666666667	3	#00BFC4
#F8766D	0.342857142857143	0.511060606060606	3	#F8766D
#00BFC4	0.294545454545455	0.497121212121212	3	#00BFC4
#00BFC4	0.336493506493507	0.308636363636364	3	#00BFC4
#F8766D	0.287272727272727	0.578030303030303	3	#F8766D
#00BFC4	0.311688311688312	0.299090909090909	3	#00BFC4
#00BFC4	0.364805194805195	0.32530303030303	3	#00BFC4
#00BFC4	0.583506493506494	0.571818181818182	3	#00BFC4
#F8766D	0.391948051948052	0.589545454545455	3	#F8766D
#00BFC4	0.38	0.616363636363636	3	#00BFC4
#00BFC4	0.452467532467533	0.467272727272727	3	#00BFC4
#F8766D	0.361558441558442	0.637424242424242	3	#F8766D
#00BFC4	0.380649350649351	0.270757575757576	3	#00BFC4
#F8766D	0.468181818181818	0.515454545454545	3	#F8766D
#00BFC4	0.365324675324675	0.481666666666667	3	#00BFC4
#F8766D	0.438701298701299	0.678030303030303	3	#F8766D
#F8766D	0.493636363636364	0.461363636363636	3	#F8766D
#00BFC4	0.372597402597403	0.473333333333333	3	#00BFC4
#00BFC4	0.692077922077922	0.384545454545455	3	#00BFC4
#00BFC4	0.471428571428571	0.543636363636364	4	#00BFC4
#F8766D	0.336883116883117	0.681666666666667	4	#F8766D
#00BFC4	0.524415584415584	0.497121212121212	4	#00BFC4
#00BFC4	0.278831168831169	0.733787878787879	4	#00BFC4
#F8766D	0.443376623376623	0.588333333333333	4	#F8766D
#00BFC4	0.65987012987013	0.433333333333333	4	#00BFC4
#00BFC4	0.314025974025974	0.647272727272727	4	#00BFC4
#F8766D	0.315714285714286	0.756060606060606	4	#F8766D
#F8766D	0.475194805194805	0.628181818181818	4	#F8766D
#00BFC4	0.600649350649351	0.606818181818182	4	#00BFC4
#F8766D	0.395844155844156	0.464393939393939	4	#F8766D
#00BFC4	0.408311688311688	0.742424242424243	4	#00BFC4
#00BFC4	0.448051948051948	0.420151515151515	4	#00BFC4
#00BFC4	0.458701298701299	0.459848484848485	4	#00BFC4
#00BFC4	0.441558441558442	0.513636363636364	4	#00BFC4
#00BFC4	0.467922077922078	0.674242424242424	4	#00BFC4
#00BFC4	0.358181818181818	0.659090909090909	4	#00BFC4
#00BFC4	0.43987012987013	0.619393939393939	4	#00BFC4
#00BFC4	0.418961038961039	0.505909090909091	4	#00BFC4
#00BFC4	0.512727272727273	0.516212121212121	4	#00BFC4
#00BFC4	0.368701298701299	0.493636363636364	4	#00BFC4
#00BFC4	0.419220779220779	0.483636363636364	4	#00BFC4
#00BFC4	0.387012987012987	0.617272727272727	4	#00BFC4
#F8766D	0.391948051948052	0.820454545454546	4	#F8766D
#00BFC4	0.409350649350649	0.593939393939394	4	#00BFC4
#F8766D	0.369350649350649	0.774848484848485	4	#F8766D
#00BFC4	0.437922077922078	0.493333333333333	4	#00BFC4
#F8766D	0.548701298701299	0.448484848484848	4	#F8766D
#F8766D	0.578961038961039	0.676969696969697	4	#F8766D
#F8766D	0.511168831168831	0.437424242424242	4	#F8766D
#00BFC4	0.354155844155844	0.750757575757576	4	#00BFC4
#F8766D	0.367402597402597	0.622121212121212	4	#F8766D
#00BFC4	0.428961038961039	0.606060606060606	4	#00BFC4
#F8766D	0.422207792207792	0.595	4	#F8766D
#00BFC4	0.590519480519481	0.713787878787879	4	#00BFC4
#F8766D	0.378051948051948	0.570606060606061	4	#F8766D
#F8766D	0.258961038961039	0.631969696969697	4	#F8766D
#00BFC4	0.347012987012987	0.539545454545455	4	#00BFC4
#F8766D	0.216103896103896	0.689848484848485	4	#F8766D
#00BFC4	0.495454545454545	0.417878787878788	4	#00BFC4
