colour	y	x	PANEL	fill
#F8766D	0.430649350649351	0.41969696969697	1	#F8766D
#F8766D	0.384805194805195	0.638939393939394	1	#F8766D
#F8766D	0.290519480519481	0.389848484848485	1	#F8766D
#F8766D	0.620649350649351	0.407424242424242	2	#F8766D
#F8766D	0.183246753246753	0.693181818181818	2	#F8766D
#F8766D	0.442207792207792	0.425909090909091	2	#F8766D
#F8766D	0.448701298701299	0.484393939393939	2	#F8766D
#F8766D	0.37961038961039	0.602121212121212	2	#F8766D
#00BFC4	0.443766233766234	0.258181818181818	2	#00BFC4
#F8766D	0.376233766233766	0.569242424242424	2	#F8766D
#F8766D	0.393896103896104	0.664545454545455	2	#F8766D
#F8766D	0.455974025974026	0.553030303030303	2	#F8766D
#F8766D	0.287402597402597	0.38530303030303	2	#F8766D
