fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456252593887867	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456252593887867	0.0492719064674653	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0492719064674653	0.0529819775446262	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0529819775446262	0.0574078736619283	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0574078736619283	0.0657145547906325	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0657145547906325	0.0919939765641899	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.0919939765641899	0.120776178236747	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.120776178236747	0.161767639317611	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.161767639317611	0.201178343384904	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.201178343384904	0.247553207379543	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.247553207379543	0.315746113119393	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.315746113119393	0.411419119323601	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.411419119323601	0.531435485509218	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.531435485509218	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
