y	x	group	xmin	xmax	ymin	ymax
0.887323943661972	0.170385328501403	13	0.0454545454545455	0.170385328501403	0.855633802816901	0.919014084507042
0.816901408450704	0.181432973287884	12	0.0454545454545455	0.181432973287884	0.785211267605634	0.848591549295775
0.676056338028169	0.113370414591322	10	0.0454545454545455	0.113370414591322	0.644366197183099	0.707746478873239
0.535211267605634	0.102056807662518	8	0.0454545454545455	0.102056807662518	0.503521126760563	0.566901408450704
0.323943661971831	0.0569148419431344	5	0.0454545454545455	0.0569148419431344	0.292253521126761	0.355633802816901
0.253521126760563	0.0510008078578244	4	0.0454545454545455	0.0510008078578244	0.221830985915493	0.285211267605634
0.183098591549296	0.0511001725715356	3	0.0454545454545455	0.0511001725715356	0.151408450704225	0.214788732394366
0.0422535211267606	0.045722777792437	1	0.0454545454545455	0.045722777792437	0.0105633802816901	0.073943661971831
0.957746478873239	0.648157415849657	14	0.0454545454545455	0.648157415849657	0.926056338028169	0.98943661971831
0.746478873239437	0.172541490399806	11	0.0454545454545455	0.172541490399806	0.714788732394366	0.778169014084507
0.605633802816901	0.112975749823331	9	0.0454545454545455	0.112975749823331	0.573943661971831	0.637323943661972
0.464788732394366	0.10502028603102	7	0.0454545454545455	0.10502028603102	0.433098591549296	0.496478873239437
0.112676056338028	0.05039815824971	2	0.0454545454545455	0.05039815824971	0.0809859154929577	0.144366197183099
0.394366197183099	0.0964085610891029	6	0.0454545454545455	0.0964085610891029	0.362676056338028	0.426056338028169
