fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456683992328509	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456683992328509	0.0487843038738986	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0487843038738986	0.0524999506683907	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0524999506683907	0.05481953796165	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.05481953796165	0.0610686258277068	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0610686258277068	0.106035764965983	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.106035764965983	0.165485112020816	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.165485112020816	0.193541776160302	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.193541776160302	0.269948175266343	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.269948175266343	0.318626453742426	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.318626453742426	0.4544821999033	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.4544821999033	0.537466480799186	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.537466480799186	0.594558678421713	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.594558678421713	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
