fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.045616502856988	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.045616502856988	0.0493442000950245	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0493442000950245	0.052906259080563	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.052906259080563	0.05753902715384	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.05753902715384	0.065895811615098	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.065895811615098	0.0886857947337995	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.0886857947337995	0.11236804936823	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.11236804936823	0.153462397878893	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.153462397878893	0.189388749255935	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.189388749255935	0.236129019817655	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.236129019817655	0.295737625829127	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.295737625829127	0.391929029362768	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.391929029362768	0.537827050324457	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.537827050324457	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
