y	x	clickSelects	group	xmin	xmax	ymin	ymax
0.887323943661972	0.295454593477913	Africa	13	0.0454545454545455	0.295454593477913	0.855633802816901	0.919014084507042
0.816901408450704	0.232618548870386	The Americas	12	0.0454545454545455	0.232618548870386	0.785211267605634	0.848591549295775
0.676056338028169	0.136117774183612	North America	10	0.0454545454545455	0.136117774183612	0.644366197183099	0.707746478873239
0.535211267605634	0.125680113483235	South America	8	0.0454545454545455	0.125680113483235	0.503521126760563	0.566901408450704
0.323943661971831	0.0617297521126309	Central America	5	0.0454545454545455	0.0617297521126309	0.292253521126761	0.355633802816901
0.253521126760563	0.05425102938962	Isthmic Central America	4	0.0454545454545455	0.05425102938962	0.221830985915493	0.285211267605634
0.183098591549296	0.0526049629723244	Greater Antilles	3	0.0454545454545455	0.0526049629723244	0.151408450704225	0.214788732394366
0.0422535211267606	0.045782676029349	Lesser Antilles	1	0.0454545454545455	0.045782676029349	0.0105633802816901	0.073943661971831
0.957746478873239	0.868915773282135	Asia	14	0.0454545454545455	0.868915773282135	0.926056338028169	0.98943661971831
0.746478873239437	0.172542712812804	Europe	11	0.0454545454545455	0.172542712812804	0.714788732394366	0.778169014084507
0.605633802816901	0.120005846976001	Western Europe	9	0.0454545454545455	0.120005846976001	0.573943661971831	0.637323943661972
0.464788732394366	0.0979914112913485	Eastern Europe	7	0.0454545454545455	0.0979914112913485	0.433098591549296	0.496478873239437
0.112676056338028	0.0526395397971308	Oceania	2	0.0454545454545455	0.0526395397971308	0.0809859154929577	0.144366197183099
0.394366197183099	0.0942579873644058	(Former) Soviet Union	6	0.0454545454545455	0.0942579873644058	0.362676056338028	0.426056338028169
