fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456649818605579	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456649818605579	0.0490427062988212	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0490427062988212	0.0529471380930538	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0529471380930538	0.0559531208969303	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0559531208969303	0.063073795803641	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.063073795803641	0.105773543801202	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.105773543801202	0.159301345496922	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.159301345496922	0.193126664472728	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.193126664472728	0.255239743241522	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.255239743241522	0.304293614116194	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.304293614116194	0.419934494580708	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.419934494580708	0.509934359337896	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.509934359337896	0.574380728800971	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.574380728800971	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
