fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456129602706701	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456129602706701	0.0493519728044373	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0493519728044373	0.052853525757566	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.052853525757566	0.0575265188679202	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0575265188679202	0.0658593984257536	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0658593984257536	0.0877154384574053	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.0877154384574053	0.110006224693884	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.110006224693884	0.150936856114522	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.150936856114522	0.185774697569201	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.185774697569201	0.232698174495319	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.232698174495319	0.289826802186476	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.289826802186476	0.386013790091065	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.386013790091065	0.541578521995621	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.541578521995621	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
