fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456691911277256	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456691911277256	0.0489549372831514	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0489549372831514	0.0527423675734338	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0527423675734338	0.0554044382477906	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.0554044382477906	0.0620687959433023	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0620687959433023	0.107188709426533	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.107188709426533	0.16585747147397	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.16585747147397	0.196963365238925	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.196963365238925	0.265907893156687	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.265907893156687	0.315899440296105	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.315899440296105	0.443512730261304	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.443512730261304	0.531274317803497	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.531274317803497	0.591464805813204	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.591464805813204	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
