fill	ymin	ymax	xmin	xmax	clickSelects
#F8766D	0.0454545454545455	0.0456429331400161	0.0454545454545455	0.954545454545454	Lesser Antilles
#E38900	0.0456429331400161	0.0490254359588969	0.0454545454545455	0.954545454545454	Oceania
#C49A00	0.0490254359588969	0.0529128742783031	0.0454545454545455	0.954545454545454	Greater Antilles
#99A800	0.0529128742783031	0.056524087709197	0.0454545454545455	0.954545454545454	Isthmic Central America
#53B400	0.056524087709197	0.0642109987280043	0.0454545454545455	0.954545454545454	Central America
#00BC56	0.0642109987280043	0.101325555854111	0.0454545454545455	0.954545454545454	(Former) Soviet Union
#00C094	0.101325555854111	0.14528525080321	0.0454545454545455	0.954545454545454	Eastern Europe
#00BFC4	0.14528525080321	0.183560568862492	0.0454545454545455	0.954545454545454	South America
#00B6EB	0.183560568862492	0.232162793876442	0.0454545454545455	0.954545454545454	Western Europe
#06A4FF	0.232162793876442	0.278699688866244	0.0454545454545455	0.954545454545454	North America
#A58AFF	0.278699688866244	0.371261608829293	0.0454545454545455	0.954545454545454	Europe
#DF70F8	0.371261608829293	0.463760861314148	0.0454545454545455	0.954545454545454	The Americas
#FB61D7	0.463760861314148	0.544943754140484	0.0454545454545455	0.954545454545454	Africa
#FF66A8	0.544943754140484	0.954545454545454	0.0454545454545455	0.954545454545454	Asia
