colour	y	x	clickSelects	PANEL	fill
#F8766D	0.478441558441559	0.582272727272727	418	1	#F8766D
#F8766D	0.398181818181818	0.846363636363636	419	1	#F8766D
#F8766D	0.393636363636364	0.750757575757576	420	1	#F8766D
#F8766D	0.572337662337662	0.692727272727273	421	1	#F8766D
#00BFC4	0.283636363636364	0.383030303030303	427	2	#00BFC4
#F8766D	0.424285714285714	0.469848484848485	428	2	#F8766D
#F8766D	0.644415584415584	0.499848484848485	429	2	#F8766D
#F8766D	0.340649350649351	0.763484848484848	430	2	#F8766D
#F8766D	0.314675324675325	0.757424242424242	431	2	#F8766D
#F8766D	0.525324675324675	0.601666666666667	432	2	#F8766D
#F8766D	0.304025974025974	0.397121212121212	433	2	#F8766D
#F8766D	0.394935064935065	0.323787878787879	434	2	#F8766D
#F8766D	0.343766233766234	0.738636363636364	435	2	#F8766D
#F8766D	0.455454545454546	0.536969696969697	436	2	#F8766D
#00BFC4	0.317922077922078	0.415606060606061	437	2	#00BFC4
