y	x	label	showSelected	PANEL
0.954545454545455	0.5	End Speed: 82.4 MPH	1	1
0.954545454545455	0.5	End Speed: 82.3 MPH	2	1
0.954545454545455	0.5	End Speed: 83.1 MPH	3	1
0.954545454545455	0.5	End Speed: 83.6 MPH	4	1
0.954545454545455	0.5	End Speed: 84.3 MPH	5	1
0.954545454545455	0.5	End Speed: 83.6 MPH	6	1
0.954545454545455	0.5	End Speed: 84 MPH	7	1
0.954545454545455	0.5	End Speed: 84 MPH	8	1
0.954545454545455	0.5	End Speed: 83.5 MPH	9	1
0.954545454545455	0.5	End Speed: 83.3 MPH	10	1
0.954545454545455	0.5	End Speed: 83.8 MPH	11	1
0.954545454545455	0.5	End Speed: 84.2 MPH	12	1
0.954545454545455	0.5	End Speed: 84 MPH	13	1
0.954545454545455	0.5	End Speed: 83.2 MPH	14	1
0.954545454545455	0.5	End Speed: 83.4 MPH	15	1
0.954545454545455	0.5	End Speed: 83.1 MPH	16	1
0.954545454545455	0.5	End Speed: 82.6 MPH	17	1
0.954545454545455	0.5	End Speed: 82.8 MPH	18	1
0.954545454545455	0.5	End Speed: 83.5 MPH	19	1
0.954545454545455	0.5	End Speed: 81.7 MPH	20	1
0.954545454545455	0.5	End Speed: 82.9 MPH	21	1
0.954545454545455	0.5	End Speed: 83.3 MPH	22	1
0.954545454545455	0.5	End Speed: 84.1 MPH	23	1
0.954545454545455	0.5	End Speed: 83.2 MPH	24	1
0.954545454545455	0.5	End Speed: 84.5 MPH	25	1
0.954545454545455	0.5	End Speed: 84.6 MPH	26	1
0.954545454545455	0.5	End Speed: 83.4 MPH	27	1
0.954545454545455	0.5	End Speed: 84.1 MPH	28	1
0.954545454545455	0.5	End Speed: 84.8 MPH	29	1
0.954545454545455	0.5	End Speed: 84.9 MPH	30	1
0.954545454545455	0.5	End Speed: 83.4 MPH	31	1
0.954545454545455	0.5	End Speed: 83.6 MPH	32	1
0.954545454545455	0.5	End Speed: 84.1 MPH	33	1
0.954545454545455	0.5	End Speed: 84.5 MPH	34	1
0.954545454545455	0.5	End Speed: 82.6 MPH	35	1
0.954545454545455	0.5	End Speed: 83 MPH	36	1
0.954545454545455	0.5	End Speed: 84.1 MPH	37	1
0.954545454545455	0.5	End Speed: 83 MPH	38	1
0.954545454545455	0.5	End Speed: 84.4 MPH	39	1
0.954545454545455	0.5	End Speed: 84.4 MPH	40	1
0.954545454545455	0.5	End Speed: 83.5 MPH	41	1
0.954545454545455	0.5	End Speed: 83.3 MPH	42	1
0.954545454545455	0.5	End Speed: 83.6 MPH	43	1
0.954545454545455	0.5	End Speed: 84.2 MPH	44	1
0.954545454545455	0.5	End Speed: 83.7 MPH	45	1
0.954545454545455	0.5	End Speed: 84 MPH	46	1
0.954545454545455	0.5	End Speed: 83.7 MPH	47	1
0.954545454545455	0.5	End Speed: 85.7 MPH	48	1
0.954545454545455	0.5	End Speed: 84.4 MPH	49	1
0.954545454545455	0.5	End Speed: 83.5 MPH	50	1
0.954545454545455	0.5	End Speed: 81.4 MPH	51	1
0.954545454545455	0.5	End Speed: 81.8 MPH	52	1
0.954545454545455	0.5	End Speed: 84.2 MPH	53	1
0.954545454545455	0.5	End Speed: 84.2 MPH	54	1
0.954545454545455	0.5	End Speed: 84.7 MPH	55	1
0.954545454545455	0.5	End Speed: 83.3 MPH	56	1
0.954545454545455	0.5	End Speed: 82.2 MPH	57	1
0.954545454545455	0.5	End Speed: 82.3 MPH	58	1
0.954545454545455	0.5	End Speed: 83.7 MPH	59	1
0.954545454545455	0.5	End Speed: 82.8 MPH	60	1
0.954545454545455	0.5	End Speed: 83.5 MPH	61	1
