colour	y	x	clickSelects	PANEL	fill
#F8766D	0.197142857142857	0.682121212121212	247	1	#F8766D
#F8766D	0.49961038961039	0.608636363636364	248	1	#F8766D
#F8766D	0.397012987012987	0.333939393939394	249	1	#F8766D
#F8766D	0.569220779220779	0.560151515151515	250	1	#F8766D
#F8766D	0.514415584415585	0.613181818181818	251	1	#F8766D
#F8766D	0.676233766233766	0.586363636363636	267	1	#F8766D
#F8766D	0.421948051948052	0.533484848484848	268	1	#F8766D
#F8766D	0.377922077922078	0.50030303030303	269	1	#F8766D
#F8766D	0.332597402597403	0.655	270	1	#F8766D
#F8766D	0.363766233766234	0.208636363636364	271	1	#F8766D
#F8766D	0.315194805194805	0.767727272727273	272	1	#F8766D
#F8766D	0.195584415584416	0.446969696969697	273	1	#F8766D
#F8766D	0.308701298701299	0.397424242424242	274	1	#F8766D
#F8766D	0.355064935064935	0.380909090909091	275	1	#F8766D
#F8766D	0.345454545454546	0.347575757575758	276	1	#F8766D
#F8766D	0.372337662337662	0.406969696969697	277	1	#F8766D
#F8766D	0.462207792207792	0.596818181818182	278	1	#F8766D
#00BFC4	0.371688311688312	0.351818181818182	243	2	#00BFC4
#F8766D	0.305064935064935	0.660151515151515	244	2	#F8766D
#00BFC4	0.323506493506494	0.459242424242424	245	2	#00BFC4
#F8766D	0.284415584415584	0.621060606060606	246	2	#F8766D
