colour	y	x	clickSelects	PANEL	fill
#F8766D	0.415714285714286	0.407424242424242	360	2	#F8766D
#F8766D	0.358571428571429	0.503484848484849	361	2	#F8766D
#F8766D	0.477142857142857	0.452878787878788	362	2	#F8766D
#F8766D	0.331688311688312	0.680606060606061	363	2	#F8766D
#00BFC4	0.234935064935065	0.380909090909091	364	2	#00BFC4
#00BFC4	0.352987012987013	0.443030303030303	365	2	#00BFC4
#F8766D	0.382987012987013	0.467575757575758	366	2	#F8766D
#00BFC4	0.375194805194805	0.486060606060606	375	2	#00BFC4
#00BFC4	0.315714285714286	0.348333333333333	376	2	#00BFC4
#F8766D	0.374935064935065	0.509545454545455	377	2	#F8766D
#F8766D	0.407662337662338	0.572424242424242	378	2	#F8766D
#F8766D	0.326103896103896	0.679848484848485	379	2	#F8766D
