colour	y	x	clickSelects	PANEL	fill
#F8766D	0.298051948051948	0.482878787878788	231	1	#F8766D
#F8766D	0.418441558441559	0.624090909090909	232	1	#F8766D
#F8766D	0.345584415584416	0.241666666666667	233	1	#F8766D
#F8766D	0.405584415584416	0.241818181818182	234	1	#F8766D
#F8766D	0.338181818181818	0.390909090909091	235	1	#F8766D
#F8766D	0.423636363636364	0.568181818181818	263	1	#F8766D
#F8766D	0.47974025974026	0.557727272727273	264	1	#F8766D
#F8766D	0.296623376623377	0.313030303030303	265	1	#F8766D
#F8766D	0.351428571428571	0.410909090909091	266	1	#F8766D
#F8766D	0.464935064935065	0.570151515151515	252	2	#F8766D
#00BFC4	0.194935064935065	0.345151515151515	253	2	#00BFC4
#F8766D	0.36	0.646818181818182	254	2	#F8766D
#F8766D	0.359350649350649	0.542575757575758	255	2	#F8766D
#F8766D	0.346753246753247	0.343787878787879	256	2	#F8766D
