colour	y	x	clickSelects	PANEL	fill
#00BFC4	0.342207792207792	0.530606060606061	1801	3	#00BFC4
#00BFC4	0.330909090909091	0.471969696969697	1802	3	#00BFC4
#00BFC4	0.527792207792208	0.603030303030303	1803	3	#00BFC4
#00BFC4	0.244155844155844	0.506363636363636	1822	4	#00BFC4
#00BFC4	0.388701298701299	0.637121212121212	1823	4	#00BFC4
#00BFC4	0.28961038961039	0.552424242424242	1824	4	#00BFC4
#00BFC4	0.324805194805195	0.568939393939394	1825	4	#00BFC4
#00BFC4	0.562857142857143	0.533787878787879	1826	4	#00BFC4
#00BFC4	0.175194805194805	0.61530303030303	1830	4	#00BFC4
#00BFC4	0.348571428571429	0.565151515151515	1831	4	#00BFC4
#00BFC4	0.391298701298701	0.470454545454545	1832	4	#00BFC4
