colour	y	x	clickSelects	PANEL	fill
#F8766D	0.355324675324675	0.604848484848485	607	1	#F8766D
#F8766D	0.35961038961039	0.278787878787879	633	1	#F8766D
#F8766D	0.458441558441559	0.362272727272727	634	1	#F8766D
#F8766D	0.255454545454545	0.401818181818182	635	1	#F8766D
#F8766D	0.420519480519481	0.436666666666667	636	1	#F8766D
#F8766D	0.336233766233766	0.419545454545454	637	1	#F8766D
#F8766D	0.313246753246753	0.33030303030303	640	1	#F8766D
#F8766D	0.404675324675325	0.303181818181818	641	1	#F8766D
#F8766D	0.403506493506494	0.296969696969697	642	1	#F8766D
#F8766D	0.254155844155844	0.445606060606061	643	1	#F8766D
