y	x	group	xmin	xmax	ymin	ymax
0.887323943661972	0.118206105781788	13	0.0454545454545455	0.118206105781788	0.855633802816901	0.919014084507042
0.816901408450704	0.143423787413019	12	0.0454545454545455	0.143423787413019	0.785211267605634	0.848591549295775
0.676056338028169	0.0977402927354318	10	0.0454545454545455	0.0977402927354318	0.644366197183099	0.707746478873239
0.535211267605634	0.0833228045737595	8	0.0454545454545455	0.0833228045737595	0.503521126760563	0.566901408450704
0.323943661971831	0.053269781012919	5	0.0454545454545455	0.053269781012919	0.292253521126761	0.355633802816901
0.253521126760563	0.0487920822004985	4	0.0454545454545455	0.0487920822004985	0.221830985915493	0.285211267605634
0.183098591549296	0.0497071456448682	3	0.0454545454545455	0.0497071456448682	0.151408450704225	0.214788732394366
0.0422535211267606	0.0456798187070716	1	0.0454545454545455	0.0456798187070716	0.0105633802816901	0.073943661971831
0.957746478873239	0.466893650715289	14	0.0454545454545455	0.466893650715289	0.926056338028169	0.98943661971831
0.746478873239437	0.163718462639627	11	0.0454545454545455	0.163718462639627	0.714788732394366	0.778169014084507
0.605633802816901	0.108721577959153	9	0.0454545454545455	0.108721577959153	0.573943661971831	0.637323943661972
0.464788732394366	0.10045143013502	7	0.0454545454545455	0.10045143013502	0.433098591549296	0.496478873239437
0.112676056338028	0.0491326115357124	2	0.0454545454545455	0.0491326115357124	0.0809859154929577	0.144366197183099
0.394366197183099	0.0899013074388074	6	0.0454545454545455	0.0899013074388074	0.362676056338028	0.426056338028169
