y	x	group	xmin	xmax	ymin	ymax
0.887323943661972	0.186389334104315	13	0.0454545454545455	0.186389334104315	0.855633802816901	0.919014084507042
0.816901408450704	0.190973208217151	12	0.0454545454545455	0.190973208217151	0.785211267605634	0.848591549295775
0.676056338028169	0.11762249089036	10	0.0454545454545455	0.11762249089036	0.644366197183099	0.707746478873239
0.535211267605634	0.106379783915451	8	0.0454545454545455	0.106379783915451	0.503521126760563	0.566901408450704
0.323943661971831	0.0578800243204305	5	0.0454545454545455	0.0578800243204305	0.292253521126761	0.355633802816901
0.253521126760563	0.0515999648573726	4	0.0454545454545455	0.0515999648573726	0.221830985915493	0.285211267605634
0.183098591549296	0.0514590381017225	3	0.0454545454545455	0.0514590381017225	0.151408450704225	0.214788732394366
0.0422535211267606	0.0457301122704263	1	0.0454545454545455	0.0457301122704263	0.0105633802816901	0.073943661971831
0.957746478873239	0.690476480695331	14	0.0454545454545455	0.690476480695331	0.926056338028169	0.98943661971831
0.746478873239437	0.172699880198287	11	0.0454545454545455	0.172699880198287	0.714788732394366	0.778169014084507
0.605633802816901	0.114016372545659	9	0.0454545454545455	0.114016372545659	0.573943661971831	0.637323943661972
0.464788732394366	0.104138053107174	7	0.0454545454545455	0.104138053107174	0.433098591549296	0.496478873239437
0.112676056338028	0.0507517848670475	2	0.0454545454545455	0.0507517848670475	0.0809859154929577	0.144366197183099
0.394366197183099	0.0960655869278926	6	0.0454545454545455	0.0960655869278926	0.362676056338028	0.426056338028169
