y	x	group	xmin	xmax	ymin	ymax
0.887323943661972	0.204664932318747	13	0.0454545454545455	0.204664932318747	0.855633802816901	0.919014084507042
0.816901408450704	0.199725859914719	12	0.0454545454545455	0.199725859914719	0.785211267605634	0.848591549295775
0.676056338028169	0.121315051297077	10	0.0454545454545455	0.121315051297077	0.644366197183099	0.707746478873239
0.535211267605634	0.110575629216572	8	0.0454545454545455	0.110575629216572	0.503521126760563	0.566901408450704
0.323943661971831	0.0587440956797323	5	0.0454545454545455	0.0587440956797323	0.292253521126761	0.355633802816901
0.253521126760563	0.0521331115550178	4	0.0454545454545455	0.0521331115550178	0.221830985915493	0.285211267605634
0.183098591549296	0.051778786415967	3	0.0454545454545455	0.051778786415967	0.151408450704225	0.214788732394366
0.0422535211267606	0.0457412886178384	1	0.0454545454545455	0.0457412886178384	0.0105633802816901	0.073943661971831
0.957746478873239	0.729902443235113	14	0.0454545454545455	0.729902443235113	0.926056338028169	0.98943661971831
0.746478873239437	0.173127200856374	11	0.0454545454545455	0.173127200856374	0.714788732394366	0.778169014084507
0.605633802816901	0.115698936722472	9	0.0454545454545455	0.115698936722472	0.573943661971831	0.637323943661972
0.464788732394366	0.102882809588447	7	0.0454545454545455	0.102882809588447	0.433098591549296	0.496478873239437
0.112676056338028	0.0511424331351878	2	0.0454545454545455	0.0511424331351878	0.0809859154929577	0.144366197183099
0.394366197183099	0.0954837183407476	6	0.0454545454545455	0.0954837183407476	0.362676056338028	0.426056338028169
