colour	y	x	clickSelects	PANEL	fill
#00BFC4	0.465454545454546	0.443939393939394	1077	3	#00BFC4
#00BFC4	0.416363636363636	0.391363636363636	1078	3	#00BFC4
#00BFC4	0.654155844155844	0.502575757575758	1079	3	#00BFC4
#00BFC4	0.397532467532468	0.69530303030303	1080	3	#00BFC4
#00BFC4	0.345454545454546	0.422121212121212	1083	3	#00BFC4
#00BFC4	0.43	0.585757575757576	1084	3	#00BFC4
#F8766D	0.25012987012987	0.319393939393939	1085	3	#F8766D
#00BFC4	0.323246753246753	0.613636363636364	1086	3	#00BFC4
#00BFC4	0.590519480519481	0.586969696969697	1087	3	#00BFC4
#00BFC4	0.283116883116883	0.409848484848485	1088	3	#00BFC4
#00BFC4	0.382207792207792	0.618333333333333	1089	3	#00BFC4
#F8766D	0.413506493506494	0.474242424242424	1090	3	#F8766D
#00BFC4	0.447662337662338	0.149848484848485	1094	3	#00BFC4
#F8766D	0.582727272727273	0.352727272727273	1095	3	#F8766D
#00BFC4	0.482467532467533	0.252727272727273	1096	3	#00BFC4
#00BFC4	0.400909090909091	0.484393939393939	1097	3	#00BFC4
#00BFC4	0.481428571428572	0.533181818181818	1098	3	#00BFC4
#00BFC4	0.426233766233766	0.562272727272727	1099	3	#00BFC4
#00BFC4	0.413246753246753	0.358333333333333	1100	3	#00BFC4
#00BFC4	0.325454545454545	0.346969696969697	1101	3	#00BFC4
#F8766D	0.454415584415584	0.605606060606061	1102	3	#F8766D
#00BFC4	0.477662337662338	0.467878787878788	1103	3	#00BFC4
#00BFC4	0.465844155844156	0.578030303030303	1104	3	#00BFC4
#F8766D	0.444415584415584	0.600757575757576	1105	3	#F8766D
#00BFC4	0.455194805194805	0.265757575757576	1106	3	#00BFC4
#F8766D	0.416363636363636	0.292727272727273	1107	3	#F8766D
#F8766D	0.411168831168831	0.61969696969697	1113	3	#F8766D
#00BFC4	0.302207792207792	0.417121212121212	1114	3	#00BFC4
#F8766D	0.381818181818182	0.815757575757576	1115	3	#F8766D
#F8766D	0.37974025974026	0.541515151515152	1116	3	#F8766D
#F8766D	0.526753246753247	0.580909090909091	1117	3	#F8766D
#F8766D	0.353246753246753	0.571515151515152	1118	3	#F8766D
#F8766D	0.596753246753247	0.458333333333333	1119	3	#F8766D
#F8766D	0.455324675324675	0.53	1122	3	#F8766D
#00BFC4	0.416623376623377	0.605151515151515	1123	3	#00BFC4
#00BFC4	0.417662337662338	0.597424242424242	1124	3	#00BFC4
#F8766D	0.348441558441558	0.629393939393939	1125	3	#F8766D
#F8766D	0.520649350649351	0.51969696969697	1126	3	#F8766D
#00BFC4	0.558571428571429	0.537878787878788	1127	3	#00BFC4
#00BFC4	0.432597402597403	0.358030303030303	1128	3	#00BFC4
#F8766D	0.498311688311688	0.568484848484848	1129	3	#F8766D
#00BFC4	0.374545454545455	0.380757575757576	1130	3	#00BFC4
#00BFC4	0.502727272727273	0.57530303030303	1131	3	#00BFC4
#00BFC4	0.552597402597403	0.410151515151515	1132	3	#00BFC4
#00BFC4	0.488701298701299	0.43469696969697	1133	3	#00BFC4
#00BFC4	0.40961038961039	0.306363636363636	1134	3	#00BFC4
#F8766D	0.437662337662338	0.469393939393939	1135	3	#F8766D
#00BFC4	0.40038961038961	0.641666666666667	1136	3	#00BFC4
#00BFC4	0.317662337662338	0.110606060606061	1081	4	#00BFC4
#F8766D	0.418831168831169	0.443030303030303	1082	4	#F8766D
#F8766D	0.496883116883117	0.506666666666667	1091	4	#F8766D
#00BFC4	0.512857142857143	0.539090909090909	1092	4	#00BFC4
#00BFC4	0.518701298701299	0.201666666666667	1093	4	#00BFC4
#00BFC4	0.57012987012987	0.548484848484848	1108	4	#00BFC4
#F8766D	0.536623376623377	0.644545454545455	1109	4	#F8766D
#00BFC4	0.433506493506494	0.572727272727273	1110	4	#00BFC4
#F8766D	0.459220779220779	0.571363636363636	1111	4	#F8766D
#00BFC4	0.345454545454546	0.570757575757576	1112	4	#00BFC4
#00BFC4	0.478571428571429	0.217121212121212	1120	4	#00BFC4
#00BFC4	0.376363636363636	0.585606060606061	1121	4	#00BFC4
