colour	y	x	showSelected	PANEL	fill
#F8766D	0.798627597402597	0.218804924242424	1	1	#F8766D
#F8766D	0.771851623376623	0.20965946969697	2	1	#F8766D
#F8766D	0.759486525974026	0.20550928030303	3	1	#F8766D
#F8766D	0.760676461038961	0.224323295454545	4	1	#F8766D
#F8766D	0.758400162337662	0.187994128787879	5	1	#F8766D
#F8766D	0.780240584415584	0.240983333333333	6	1	#F8766D
#F8766D	0.736682467532468	0.174963068181818	7	1	#F8766D
#F8766D	0.739821590909091	0.233188068181818	8	1	#F8766D
#F8766D	0.765488149350649	0.222811742424242	9	1	#F8766D
#F8766D	0.763367532467533	0.230291666666667	10	1	#F8766D
#F8766D	0.785709415584416	0.229498295454545	11	1	#F8766D
#F8766D	0.777187662337662	0.167776704545455	12	1	#F8766D
#F8766D	0.760328896103896	0.244006060606061	13	1	#F8766D
#F8766D	0.793931331168831	0.236595833333333	14	1	#F8766D
#00BFC4	0.807927922077922	0.20100946969697	15	1	#00BFC4
#F8766D	0.788788961038961	0.212440909090909	16	1	#F8766D
#F8766D	0.80275487012987	0.223087310606061	17	1	#F8766D
#00BFC4	0.790372727272727	0.190327462121212	18	1	#00BFC4
#F8766D	0.811557954545455	0.260787878787879	19	1	#F8766D
#F8766D	0.725045616883117	0.230577462121212	20	1	#F8766D
#F8766D	0.741354220779221	0.21437821969697	21	1	#F8766D
#F8766D	0.763905681818182	0.202002462121212	22	1	#F8766D
#F8766D	0.75096525974026	0.247389962121212	23	1	#F8766D
#F8766D	0.7630125	0.254702840909091	24	1	#F8766D
#F8766D	0.773207305194805	0.221888068181818	25	1	#F8766D
#00BFC4	0.762637987012987	0.210150946969697	26	1	#00BFC4
#F8766D	0.738711525974026	0.281032765151515	27	1	#F8766D
#00BFC4	0.746890909090909	0.189391098484848	28	1	#00BFC4
#F8766D	0.74279301948052	0.233900189393939	29	1	#F8766D
#F8766D	0.751180844155844	0.257462878787879	30	1	#F8766D
#F8766D	0.790810064935065	0.13314696969697	31	1	#F8766D
#F8766D	0.786616396103896	0.261242803030303	32	1	#F8766D
#F8766D	0.744776948051948	0.149944507575758	33	1	#F8766D
#F8766D	0.768701948051948	0.170098484848485	34	1	#F8766D
#F8766D	0.772799025974026	0.162583333333333	35	1	#F8766D
#F8766D	0.757877272727273	0.234631060606061	36	1	#F8766D
#F8766D	0.822806493506494	0.200352840909091	37	1	#F8766D
#F8766D	0.778288311688312	0.22576571969697	38	1	#F8766D
#F8766D	0.776950811688312	0.22680625	39	1	#F8766D
#00BFC4	0.762479707792208	0.205494318181818	40	1	#00BFC4
#F8766D	0.775191233766234	0.157317234848485	41	1	#F8766D
#F8766D	0.781099025974026	0.256997916666667	42	1	#F8766D
#F8766D	0.764633441558442	0.22857803030303	43	1	#F8766D
#00BFC4	0.766078409090909	0.180532575757576	44	1	#00BFC4
#00BFC4	0.734369642857143	0.194595075757576	45	1	#00BFC4
#F8766D	0.722141396103896	0.168818939393939	46	1	#F8766D
#00BFC4	0.769928246753247	0.242238446969697	47	1	#00BFC4
#F8766D	0.778410551948052	0.225680303030303	48	1	#F8766D
#00BFC4	0.784799675324675	0.247794507575758	49	1	#00BFC4
#F8766D	0.805774837662338	0.199584659090909	50	1	#F8766D
#F8766D	0.800576948051948	0.201821022727273	51	1	#F8766D
#F8766D	0.773593993506494	0.204297537878788	52	1	#F8766D
#F8766D	0.774985876623377	0.12679678030303	53	1	#F8766D
#F8766D	0.763989285714286	0.259379356060606	54	1	#F8766D
#00BFC4	0.799771428571429	0.175169696969697	55	1	#00BFC4
#F8766D	0.76366038961039	0.241250189393939	56	1	#F8766D
#F8766D	0.777915746753247	0.193908143939394	57	1	#F8766D
#F8766D	0.78761525974026	0.200879356060606	58	1	#F8766D
#F8766D	0.792317857142857	0.208162121212121	59	1	#F8766D
#F8766D	0.826074188311688	0.233522348484848	60	1	#F8766D
#F8766D	0.800696266233766	0.237164015151515	61	1	#F8766D
#F8766D	0.789241396103896	0.174636931818182	62	1	#F8766D
#F8766D	0.774879220779221	0.207284659090909	63	1	#F8766D
#F8766D	0.781212012987013	0.233632765151515	64	1	#F8766D
#F8766D	0.763619155844156	0.196334848484849	65	1	#F8766D
#F8766D	0.792412662337662	0.23862821969697	66	1	#F8766D
#F8766D	0.797530194805195	0.155386931818182	67	1	#F8766D
#F8766D	0.759637824675325	0.240339583333333	68	1	#F8766D
#F8766D	0.815137824675325	0.208248863636364	69	1	#F8766D
#F8766D	0.822300649350649	0.181968181818182	70	1	#F8766D
#F8766D	0.756106980519481	0.228281628787879	71	1	#F8766D
#F8766D	0.790865584415585	0.232243560606061	72	1	#F8766D
#F8766D	0.822466396103896	0.20392196969697	73	1	#F8766D
#F8766D	0.789442207792208	0.223276704545455	74	1	#F8766D
#F8766D	0.837807142857143	0.187328598484849	75	1	#F8766D
#F8766D	0.827534415584416	0.188633901515151	76	1	#F8766D
#F8766D	0.775230681818182	0.148349621212121	77	1	#F8766D
#F8766D	0.776914448051948	0.197764015151515	78	1	#F8766D
#F8766D	0.774333928571429	0.151383143939394	79	1	#F8766D
#00BFC4	0.763683279220779	0.163904924242424	80	1	#00BFC4
#F8766D	0.802603246753247	0.20696553030303	81	1	#F8766D
#F8766D	0.739396915584416	0.228135416666667	82	1	#F8766D
#F8766D	0.781374350649351	0.259885037878788	83	1	#F8766D
#F8766D	0.766664123376623	0.215374242424242	84	1	#F8766D
#F8766D	0.732324675324675	0.244597348484848	85	1	#F8766D
#F8766D	0.772116071428571	0.243886363636364	86	1	#F8766D
#F8766D	0.734306006493507	0.235169696969697	87	1	#F8766D
#F8766D	0.704510714285714	0.269808333333333	88	1	#F8766D
#00BFC4	0.748039448051948	0.205497159090909	89	1	#00BFC4
#F8766D	0.74303961038961	0.223507196969697	90	1	#F8766D
#F8766D	0.75303961038961	0.24185946969697	91	1	#F8766D
#F8766D	0.739494642857143	0.153452272727273	92	1	#F8766D
#F8766D	0.766635064935065	0.16755946969697	93	1	#F8766D
#F8766D	0.757920454545455	0.216330681818182	94	1	#F8766D
#F8766D	0.789311363636364	0.205505681818182	95	1	#F8766D
#F8766D	0.791001461038961	0.209552462121212	96	1	#F8766D
#F8766D	0.8175875	0.210487689393939	97	1	#F8766D
#F8766D	0.758767532467532	0.218012310606061	98	1	#F8766D
#F8766D	0.803297077922078	0.210938825757576	99	1	#F8766D
#F8766D	0.767724188311688	0.199208143939394	100	1	#F8766D
#F8766D	0.739885064935065	0.255629545454545	101	1	#F8766D
#F8766D	0.720488798701299	0.15924696969697	102	1	#F8766D
#F8766D	0.789260714285714	0.180224431818182	103	1	#F8766D
#F8766D	0.723083603896104	0.258227840909091	104	1	#F8766D
#F8766D	0.764397564935065	0.144687121212121	105	1	#F8766D
#00BFC4	0.785418668831169	0.190764962121212	106	1	#00BFC4
#00BFC4	0.751742694805195	0.19873446969697	107	1	#00BFC4
#F8766D	0.784522727272727	0.218025568181818	108	1	#F8766D
#F8766D	0.777855357142857	0.226832575757576	109	1	#F8766D
#00BFC4	0.769803733766234	0.152823484848485	110	1	#00BFC4
#F8766D	0.766494805194805	0.13982178030303	111	1	#F8766D
#F8766D	0.771124188311688	0.236069318181818	112	1	#F8766D
