colour	y	x	clickSelects	PANEL	fill
#00BFC4	0.556623376623377	0.659242424242424	1795	3	#00BFC4
#00BFC4	0.135844155844156	0.49530303030303	1796	3	#00BFC4
#00BFC4	0.513636363636364	0.401060606060606	1797	3	#00BFC4
#00BFC4	0.462727272727273	0.405151515151515	1843	3	#00BFC4
#00BFC4	0.527662337662338	0.443181818181818	1844	3	#00BFC4
#00BFC4	0.472727272727273	0.339242424242424	1848	3	#00BFC4
#00BFC4	0.405714285714286	0.448636363636364	1849	3	#00BFC4
#00BFC4	0.539220779220779	0.430909090909091	1850	3	#00BFC4
#00BFC4	0.492857142857143	0.598636363636364	1855	3	#00BFC4
#00BFC4	0.492337662337662	0.503787878787879	1812	4	#00BFC4
#00BFC4	0.456883116883117	0.605151515151515	1813	4	#00BFC4
#00BFC4	0.369350649350649	0.590151515151515	1814	4	#00BFC4
#00BFC4	0.321038961038961	0.572272727272727	1815	4	#00BFC4
#00BFC4	0.474675324675325	0.518787878787879	1816	4	#00BFC4
#00BFC4	0.511168831168831	0.681363636363636	1833	4	#00BFC4
#00BFC4	0.630649350649351	0.430151515151515	1834	4	#00BFC4
#F8766D	0.471818181818182	0.623030303030303	1835	4	#F8766D
#F8766D	0.484285714285714	0.585	1836	4	#F8766D
#00BFC4	0.381038961038961	0.759848484848485	1838	4	#00BFC4
#F8766D	0.418311688311688	0.602878787878788	1839	4	#F8766D
#00BFC4	0.41948051948052	0.642424242424242	1840	4	#00BFC4
#00BFC4	0.337402597402597	0.643787878787879	1841	4	#00BFC4
#00BFC4	0.400649350649351	0.528181818181818	1842	4	#00BFC4
#00BFC4	0.347272727272727	0.667272727272727	1857	4	#00BFC4
#00BFC4	0.312597402597403	0.670606060606061	1858	4	#00BFC4
