colour	y	x	clickSelects	PANEL	fill
#F8766D	0.455974025974026	0.613181818181818	941	3	#F8766D
#00BFC4	0.473506493506494	0.585151515151515	942	3	#00BFC4
#00BFC4	0.64961038961039	0.687575757575758	943	3	#00BFC4
#00BFC4	0.457142857142857	0.596818181818182	944	3	#00BFC4
#00BFC4	0.523506493506493	0.241212121212121	952	3	#00BFC4
#F8766D	0.332337662337662	0.634090909090909	953	3	#F8766D
#00BFC4	0.561428571428571	0.545757575757576	954	3	#00BFC4
#00BFC4	0.402727272727273	0.391060606060606	962	3	#00BFC4
#F8766D	0.385584415584416	0.600909090909091	963	3	#F8766D
#00BFC4	0.483896103896104	0.481666666666667	975	3	#00BFC4
#F8766D	0.431168831168831	0.592272727272727	976	3	#F8766D
#00BFC4	0.498571428571429	0.336818181818182	977	3	#00BFC4
#00BFC4	0.440909090909091	0.312424242424242	978	3	#00BFC4
#F8766D	0.408311688311688	0.611212121212121	979	3	#F8766D
#00BFC4	0.437922077922078	0.554848484848485	980	3	#00BFC4
#F8766D	0.531818181818182	0.529545454545455	981	3	#F8766D
#00BFC4	0.301948051948052	0.688333333333333	1007	3	#00BFC4
#F8766D	0.38974025974026	0.661666666666667	1008	3	#F8766D
#F8766D	0.435454545454546	0.538484848484848	1009	3	#F8766D
#F8766D	0.415454545454546	0.507727272727273	1016	3	#F8766D
#00BFC4	0.338311688311688	0.388333333333333	1017	3	#00BFC4
#00BFC4	0.533506493506493	0.608939393939394	913	4	#00BFC4
#F8766D	0.327922077922078	0.571060606060606	914	4	#F8766D
#00BFC4	0.538441558441558	0.466818181818182	927	4	#00BFC4
#00BFC4	0.45948051948052	0.609393939393939	928	4	#00BFC4
#F8766D	0.434155844155844	0.48030303030303	929	4	#F8766D
#F8766D	0.223376623376623	0.618030303030303	989	4	#F8766D
#00BFC4	0.375324675324675	0.578787878787879	990	4	#00BFC4
#00BFC4	0.453506493506494	0.665151515151515	1010	4	#00BFC4
#F8766D	0.407532467532468	0.492575757575758	1011	4	#F8766D
#00BFC4	0.465454545454546	0.751666666666667	1012	4	#00BFC4
#F8766D	0.205064935064935	0.694242424242424	1013	4	#F8766D
#00BFC4	0.528181818181818	0.50530303030303	1014	4	#00BFC4
#F8766D	0.171298701298701	0.656969696969697	1015	4	#F8766D
#00BFC4	0.39948051948052	0.546060606060606	1018	4	#00BFC4
#00BFC4	0.422077922077922	0.428787878787879	1019	4	#00BFC4
#00BFC4	0.20987012987013	0.246969696969697	1020	4	#00BFC4
#00BFC4	0.362077922077922	0.541666666666667	1021	4	#00BFC4
#00BFC4	0.268181818181818	0.778030303030303	1022	4	#00BFC4
#F8766D	0.397272727272727	0.426666666666667	1023	4	#F8766D
#F8766D	0.252077922077922	0.704090909090909	1024	4	#F8766D
