colour	y	x	clickSelects	PANEL	fill
#F8766D	0.32974025974026	0.40530303030303	673	1	#F8766D
#F8766D	0.392987012987013	0.698787878787879	674	1	#F8766D
#F8766D	0.556103896103896	0.585909090909091	675	1	#F8766D
#F8766D	0.298051948051948	0.401212121212121	676	1	#F8766D
#F8766D	0.449220779220779	0.632424242424242	677	1	#F8766D
#F8766D	0.388441558441558	0.551666666666667	688	2	#F8766D
#F8766D	0.395844155844156	0.412575757575758	689	2	#F8766D
#F8766D	0.225714285714286	0.380909090909091	690	2	#F8766D
#F8766D	0.356233766233766	0.725	691	2	#F8766D
#F8766D	0.350649350649351	0.58	692	2	#F8766D
