colour	y	x	clickSelects	PANEL	fill
#F8766D	0.323246753246753	0.423333333333333	711	1	#F8766D
#F8766D	0.282727272727273	0.462272727272727	712	1	#F8766D
#F8766D	0.246753246753247	0.413939393939394	713	1	#F8766D
#F8766D	0.331818181818182	0.402878787878788	714	1	#F8766D
#F8766D	0.545064935064935	0.620151515151515	715	1	#F8766D
#F8766D	0.314285714285714	0.230454545454545	716	1	#F8766D
#F8766D	0.481948051948052	0.643484848484849	717	1	#F8766D
#F8766D	0.324415584415584	0.558636363636364	718	1	#F8766D
#F8766D	0.463506493506494	0.409848484848485	719	1	#F8766D
#F8766D	0.306103896103896	0.371212121212121	732	2	#F8766D
#F8766D	0.256103896103896	0.691969696969697	733	2	#F8766D
#00BFC4	0.313246753246753	0.391818181818182	734	2	#00BFC4
#F8766D	0.325974025974026	0.670454545454545	740	2	#F8766D
#F8766D	0.296883116883117	0.739242424242424	741	2	#F8766D
#00BFC4	0.453246753246753	0.159848484848485	742	2	#00BFC4
#F8766D	0.343896103896104	0.722727272727273	743	2	#F8766D
#F8766D	0.313116883116883	0.611363636363636	744	2	#F8766D
#F8766D	0.438571428571429	0.539393939393939	745	2	#F8766D
