colour	y	x	clickSelects	PANEL	fill
#F8766D	0.402727272727273	0.613181818181818	580	1	#F8766D
#F8766D	0.518831168831169	0.729090909090909	581	1	#F8766D
#F8766D	0.44025974025974	0.502424242424242	582	1	#F8766D
#F8766D	0.441168831168831	0.611969696969697	583	1	#F8766D
#F8766D	0.30038961038961	0.758787878787879	584	1	#F8766D
#F8766D	0.278051948051948	0.564242424242424	585	1	#F8766D
#F8766D	0.496883116883117	0.697272727272727	586	1	#F8766D
#F8766D	0.391818181818182	0.358181818181818	587	1	#F8766D
#F8766D	0.216883116883117	0.335757575757576	598	1	#F8766D
#F8766D	0.32025974025974	0.763030303030303	599	1	#F8766D
#F8766D	0.442597402597403	0.615606060606061	600	1	#F8766D
#F8766D	0.443896103896104	0.635606060606061	604	1	#F8766D
#F8766D	0.352337662337662	0.621818181818182	605	1	#F8766D
#00BFC4	0.314285714285714	0.383030303030303	606	1	#00BFC4
