colour	y	x	clickSelects	PANEL	fill
#F8766D	0.336363636363636	0.708333333333333	835	1	#F8766D
#F8766D	0.294155844155844	0.753484848484849	836	1	#F8766D
#F8766D	0.33025974025974	0.551515151515152	837	1	#F8766D
#F8766D	0.357272727272727	0.575757575757576	838	1	#F8766D
#F8766D	0.255974025974026	0.436818181818182	844	1	#F8766D
#F8766D	0.394675324675325	0.647424242424242	845	1	#F8766D
#F8766D	0.479350649350649	0.681666666666667	846	1	#F8766D
#F8766D	0.421688311688312	0.272878787878788	847	1	#F8766D
#F8766D	0.421948051948052	0.621666666666667	848	1	#F8766D
#F8766D	0.455324675324675	0.306515151515151	849	1	#F8766D
#F8766D	0.311948051948052	0.725	818	2	#F8766D
#F8766D	0.295454545454545	0.587272727272727	819	2	#F8766D
#F8766D	0.457922077922078	0.603787878787879	820	2	#F8766D
#F8766D	0.211818181818182	0.641212121212121	821	2	#F8766D
#F8766D	0.37038961038961	0.658030303030303	822	2	#F8766D
