size	colour	x	y	clickSelects	tooltip	key	fill
2	#00C094	0.676072415857996	0.576861280587099	United Arab Emirates	United Arab Emirates population 723617	United Arab Emirates	#00C094
3.8	#A58AFF	0.221330673959561	0.789315413509347	Afghanistan	Afghanistan population 13034460	Afghanistan	#A58AFF
2.80498447189992	#C49A00	0.700116001455224	0.41434526782031	Albania	Albania population 2546617	Albania	#C49A00
2.80498447189992	#C49A00	0.726636646039329	0.230659834552837	Armenia	Armenia population 2938181	Armenia	#C49A00
3.39427400463467	#FB61D7	0.244377431431202	0.733732114553705	Angola	Angola population 6989550	Angola	#FB61D7
4.54558441227157	#53B400	0.696216096680243	0.321416939878846	Argentina	Argentina population 26889764	Argentina	#53B400
3.39427400463467	#C49A00	0.747810977977319	0.131434961026554	Austria	Austria population 7568430	Austria	#C49A00
3.8	#F8766D	0.770388773989953	0.171168334889376	Australia	Australia population 14192000	Australia	#F8766D
2	#53B400	0.739745144909282	0.218826671298608	Aruba	Aruba population 60366	Aruba	#53B400
3.13841995766062	#C49A00	0.639642775259189	0.352356862149076	Azerbaijan	Azerbaijan population 5882395	Azerbaijan	#C49A00
2.80498447189992	#C49A00	0.709754413548685	0.199394228890288	Bosnia and Herzegovina	Bosnia and Herzegovina population 3992930	Bosnia and Herzegovina	#C49A00
2	#53B400	0.734612031111222	0.191903510866969	Barbados	Barbados population 247136	Barbados	#53B400
6.25957744383172	#A58AFF	0.399334230541985	0.680102915951972	Bangladesh	Bangladesh population 75880084	Bangladesh	#A58AFF
3.60996894379985	#C49A00	0.761499788150272	0.138382873396009	Belgium	Belgium population 9830358	Belgium	#C49A00
3.13841995766062	#FB61D7	0.324789880374164	0.711042838222203	Burkina Faso	Burkina Faso population 6398937	Burkina Faso	#FB61D7
3.39427400463467	#C49A00	0.730994491298998	0.192120633128515	Bulgaria	Bulgaria population 8804183	Bulgaria	#C49A00
2	#00C094	0.695045213167116	0.526814599300866	Bahrain	Bahrain population 303236	Bahrain	#00C094
2.80498447189992	#FB61D7	0.338543296258649	0.690416223375383	Burundi	Burundi population 3825426	Burundi	#FB61D7
2.80498447189992	#FB61D7	0.313432196286744	0.711477082745294	Benin	Benin population 3432262	Benin	#FB61D7
2	#F8766D	0.713948844361535	0.483498708122544	Brunei Darussalam	Brunei Darussalam population 173818	Brunei Darussalam	#F8766D
3.13841995766062	#53B400	0.40116751261512	0.593688255856873	Bolivia	Bolivia population 5001971	Bolivia	#53B400
7.2168956286282	#53B400	0.582542727272348	0.424332891851402	Brazil	Brazil population 113455308	Brazil	#53B400
2	#53B400	0.672298302203705	0.285700327854615	Bahamas, The	Bahamas, The population 197118	Bahamas, The	#53B400
2	#A58AFF	0.320284202045166	0.677171765421109	Bhutan	Bhutan population 374953	Bhutan	#A58AFF
2	#FB61D7	0.543815403544566	0.647968821243242	Botswana	Botswana population 888776	Botswana	#FB61D7
3.60996894379985	#C49A00	0.727970563965678	0.179093297435786	Belarus	Belarus population 9463000	Belarus	#C49A00
2	#53B400	0.70375976358566	0.625822350565603	Belize	Belize population 136991	Belize	#53B400
4.41495341569977	#00B6EB	0.783963574083732	0.14674208046551	Canada	Canada population 23796000	Canada	#00B6EB
4.41495341569977	#FB61D7	0.335227123089044	0.652745510997242	Congo, Dem. Rep.	Congo, Dem. Rep. population 24238011	Congo, Dem. Rep.	#FB61D7
2.80498447189992	#FB61D7	0.363197975880255	0.599441995787828	Central African Republic	Central African Republic population 2108539	Central African Republic	#FB61D7
2.80498447189992	#FB61D7	0.492531009696444	0.637329830427514	Congo, Rep.	Congo, Rep. population 1647320	Congo, Rep.	#FB61D7
3.13841995766062	#C49A00	0.799894582480459	0.118407625333825	Switzerland	Switzerland population 6281174	Switzerland	#C49A00
