size	colour	x	y	clickSelects	tooltip	key	fill
2.80498447189992	#00C094	0.786661052557013	0.254000477668975	United Arab Emirates	United Arab Emirates population 2893648	United Arab Emirates	#00C094
4.12978872191586	#A58AFF	0.328897663526842	0.805165338602167	Afghanistan	Afghanistan population 19987071	Afghanistan	#A58AFF
2.80498447189992	#C49A00	0.776269793907401	0.206233580128971	Albania	Albania population 3317941	Albania	#C49A00
2.80498447189992	#C49A00	0.725952205530683	0.139142801311418	Armenia	Armenia population 3093820	Armenia	#C49A00
3.8	#FB61D7	0.32000449731759	0.700403847406474	Angola	Angola population 13510616	Angola	#FB61D7
5.01197609552267	#53B400	0.77286735311122	0.228488611937382	Argentina	Argentina population 36514558	Argentina	#53B400
3.39427400463467	#C49A00	0.83943327793837	0.0987580606639599	Austria	Austria population 7992324	Austria	#C49A00
4.12978872191586	#F8766D	0.85744687044803	0.143810929934646	Australia	Australia population 18926000	Australia	#F8766D
2	#53B400	0.775546209938237	0.160095099550557	Aruba	Aruba population 89004	Aruba	#53B400
3.39427400463467	#C49A00	0.661492046865896	0.178007686128059	Azerbaijan	Azerbaijan population 7982750	Azerbaijan	#C49A00
2.80498447189992	#C49A00	0.776147803122683	0.111134029572052	Bosnia and Herzegovina	Bosnia and Herzegovina population 3752004	Bosnia and Herzegovina	#C49A00
2	#53B400	0.801006560786014	0.125355537703281	Barbados	Barbados population 266220	Barbados	#53B400
7.57709601853868	#A58AFF	0.628434824409087	0.304047158955208	Bangladesh	Bangladesh population 129966823	Bangladesh	#A58AFF
3.60996894379985	#C49A00	0.837001062915969	0.129155177280327	Belgium	Belgium population 10226419	Belgium	#C49A00
3.60996894379985	#FB61D7	0.404866759650754	0.638741125127559	Burkina Faso	Burkina Faso population 11281942	Burkina Faso	#FB61D7
3.39427400463467	#C49A00	0.740282512415793	0.0868163362789587	Bulgaria	Bulgaria population 8210624	Bulgaria	#C49A00
2	#00C094	0.775483504394689	0.254543283322839	Bahrain	Bahrain population 640913	Bahrain	#00C094
3.13841995766062	#FB61D7	0.339192393642753	0.594231061510737	Burundi	Burundi population 6545273	Burundi	#FB61D7
3.39427400463467	#FB61D7	0.442359734254667	0.609103936426602	Benin	Benin population 6740491	Benin	#FB61D7
2	#F8766D	0.811585175999069	0.222192066352563	Brunei Darussalam	Brunei Darussalam population 324501	Brunei Darussalam	#F8766D
3.39427400463467	#53B400	0.602990054938797	0.411305556158673	Bolivia	Bolivia population 8322408	Bolivia	#53B400
8.43987577519939	#53B400	0.715387651560723	0.21372429815229	Brazil	Brazil population 172006362	Brazil	#53B400
2	#53B400	0.738587942605655	0.188320993551469	Bahamas, The	Bahamas, The population 293442	Bahamas, The	#53B400
