size	colour	x	y	clickSelects	tooltip	key	fill
2	#00C094	0.465249917884241	0.701598019844975	United Arab Emirates	United Arab Emirates population 108774	United Arab Emirates	#00C094
3.39427400463467	#A58AFF	0.123568931234934	0.789206852378574	Afghanistan	Afghanistan population 9141783	Afghanistan	#A58AFF
2.80498447189992	#C49A00	0.627319805834754	0.583809192956554	Albania	Albania population 1719181	Albania	#C49A00
2.80498447189992	#C49A00	0.666883203476486	0.434754760405584	Armenia	Armenia population 2002170	Armenia	#C49A00
3.13841995766062	#FB61D7	0.154031664323316	0.755010096185162	Angola	Angola population 5150076	Angola	#FB61D7
4.27683991532123	#53B400	0.646436635877231	0.288631478385479	Argentina	Argentina population 21295290	Argentina	#53B400
3.39427400463467	#C49A00	0.707519815996854	0.257040189330612	Austria	Austria population 7129864	Austria	#C49A00
3.60996894379985	#F8766D	0.732963065332755	0.326953557548255	Australia	Australia population 10742000	Australia	#F8766D
2	#53B400	0.661648620707963	0.438662961113403	Aruba	Aruba population 56226	Aruba	#53B400
3.13841995766062	#C49A00	0.588089697657812	0.56025142757887	Azerbaijan	Azerbaijan population 4167558	Azerbaijan	#C49A00
2.80498447189992	#C49A00	0.58613024443039	0.37113793777276	Bosnia and Herzegovina	Bosnia and Herzegovina population 3409319	Bosnia and Herzegovina	#C49A00
2	#53B400	0.649888861074653	0.41673361269731	Barbados	Barbados population 232514	Barbados	#53B400
5.50884596413123	#A58AFF	0.387983007025719	0.690416223375383	Bangladesh	Bangladesh population 52403243	Bangladesh	#A58AFF
3.39427400463467	#C49A00	0.721698869510259	0.234676596391428	Belgium	Belgium population 9220578	Belgium	#C49A00
3.13841995766062	#FB61D7	0.202185341397292	0.641997959050741	Burkina Faso	Burkina Faso population 4960325	Burkina Faso	#FB61D7
3.39427400463467	#C49A00	0.710362467304285	0.196463078359424	Bulgaria	Bulgaria population 8012946	Bulgaria	#C49A00
2	#00C094	0.478667764102353	0.731452330807478	Bahrain	Bahrain population 173107	Bahrain	#00C094
2.80498447189992	#FB61D7	0.279925774117987	0.691610395813883	Burundi	Burundi population 2894510	Burundi	#FB61D7
2.80498447189992	#FB61D7	0.19130459947442	0.647426015589378	Benin	Benin population 2503232	Benin	#FB61D7
2	#F8766D	0.615487839817967	0.653288316651106	Brunei Darussalam	Brunei Darussalam population 89595	Brunei Darussalam	#F8766D
2.80498447189992	#53B400	0.301827870394711	0.675000542805654	Bolivia	Bolivia population 3505427	Bolivia	#53B400
6.33497404836523	#53B400	0.490973632014912	0.620177171765421	Brazil	Brazil population 77286629	Brazil	#53B400
2	#53B400	0.624057217402362	0.436383177367175	Bahamas, The	Bahamas, The population 121083	Bahamas, The	#53B400
2	#A58AFF	0.213102566545497	0.677388887682654	Bhutan	Bhutan population 234758	Bhutan	#A58AFF
2	#FB61D7	0.42605819310062	0.675109103936427	Botswana	Botswana population 550152	Botswana	#FB61D7
3.39427400463467	#C49A00	0.699768650747338	0.224688972360336	Belarus	Belarus population 8351928	Belarus	#C49A00
2	#53B400	0.592045847405187	0.654591050220379	Belize	Belize population 97389	Belize	#53B400
4.12978872191586	#00B6EB	0.73957945026088	0.35289966780294	Canada	Canada population 18614000	Canada	#00B6EB
3.9718012070186	#FB61D7	0.273453801956816	0.607909763988102	Congo, Dem. Rep.	Congo, Dem. Rep. population 16041247	Congo, Dem. Rep.	#FB61D7
2.80498447189992	#FB61D7	0.209060149171548	0.592819766810691	Central African Republic	Central African Republic population 1556656	Central African Republic	#FB61D7
2	#FB61D7	0.404157616958285	0.601070412749419	Congo, Rep.	Congo, Rep. population 1067589	Congo, Rep.	#FB61D7
3.13841995766062	#C49A00	0.736915414744156	0.220780771652517	Switzerland	Switzerland population 5573815	Switzerland	#C49A00
2.80498447189992	#FB61D7	0.262593961881795	0.767603187354799	Cote d'Ivoire	Cote d'Ivoire population 3740503	Cote d'Ivoire	#FB61D7
3.39427400463467	#53B400	0.528646362510325	0.546355602839959	Chile	Chile population 8047690	Chile	#53B400
3.13841995766062	#FB61D7	0.28832527668441	0.590105738541372	Cameroon	Cameroon population 5593768	Cameroon	#FB61D7
14.6769081403945	#F8766D	0.324135082486102	0.56144560001737	China	China population 665770000	China	#F8766D
3.9718012070186	#53B400	0.527170692052202	0.688896367544564	Colombia	Colombia population 16986307	Colombia	#53B400
2.80498447189992	#53B400	0.605141425132831	0.737206070738433	Costa Rica	Costa Rica population 1431088	Costa Rica	#53B400
3.39427400463467	#53B400	0.638824182890713	0.442788284082767	Cuba	Cuba population 7450405	Cuba	#53B400
2	#FB61D7	0.393000970643811	0.708111687691339	Cape Verde	Cape Verde population 222725	Cape Verde	#FB61D7
2	#C49A00	0.722173531473224	0.324673773802028	Cyprus	Cyprus population 577691	Cyprus	#C49A00
3.60996894379985	#C49A00	0.71495707349504	0.183435742666696	Czech Republic	Czech Republic population 9624660	Czech Republic	#C49A00
6.25957744383172	#C49A00	0.718435901044268	0.218175304513972	Germany	Germany population 74025784	Germany	#C49A00
2	#00C094	0.242763428743682	0.800605771109712	Djibouti	Djibouti population 94200	Djibouti	#00C094
3.13841995766062	#C49A00	0.754423562569473	0.229465662114337	Denmark	Denmark population 4647727	Denmark	#C49A00
2.80498447189992	#53B400	0.457013829764634	0.757072757669844	Dominican Republic	Dominican Republic population 3540319	Dominican Republic	#53B400
3.60996894379985	#00C094	0.376561097260365	0.752730312438934	Algeria	Algeria population 11844928	Algeria	#00C094
3.13841995766062	#53B400	0.474431529593805	0.681514210652018	Ecuador	Ecuador population 4779559	Ecuador	#53B400
2	#C49A00	0.703718339923559	0.166065961743057	Estonia	Estonia population 1245700	Estonia	#C49A00
4.66983145535444	#00C094	0.356318607702833	0.668052630436199	Egypt, Arab Rep.	Egypt, Arab Rep. population 29590639	Egypt, Arab Rep.	#00C094
2.80498447189992	#FB61D7	0.250026630854327	0.69584427991402	Eritrea	Eritrea population 1472966	Eritrea	#FB61D7
