x	y	label	showSelected	key
0.678365937859609	0.587206119544205	United Arab Emirates	United Arab Emirates	United Arab Emirates
0.789206852378574	0.167282295758639	Afghanistan	Afghanistan	Afghanistan
0.493052087630545	0.667459334409919	Albania	Albania	Albania
0.313057732809345	0.712025874359449	Armenia	Armenia	Armenia
0.750016284169616	0.197954807392702	Angola	Angola	Angola
0.285048961069979	0.660523341226504	Argentina	Argentina	Argentina
0.224254727837245	0.715679137329815	Austria	Austria	Austria
0.266593568838613	0.733373501617785	Australia	Australia	Australia
0.284831838808433	0.698465515542368	Aruba	Aruba	Aruba
0.469277199991315	0.631313958941855	Azerbaijan	Azerbaijan	Azerbaijan
0.278318170962069	0.647316033621269	Bosnia and Herzegovina	Bosnia and Herzegovina	Bosnia and Herzegovina
0.309800898886163	0.689375111896142	Barbados	Barbados	Barbados
0.706700392991293	0.318870097029797	Bangladesh	Bangladesh	Bangladesh
0.197005884013288	0.730196420744773	Belgium	Belgium	Belgium
0.669029680613153	0.256659737260732	Burkina Faso	Burkina Faso	Burkina Faso
0.199719912282606	0.724978559454527	Bulgaria	Bulgaria	Bulgaria
0.679560110298109	0.608811029547879	Bahrain	Bahrain	Bahrain
0.691610395813883	0.306750065546294	Burundi	Burundi	Burundi
0.681731332913564	0.237261682356291	Benin	Benin	Benin
0.575449985887053	0.666676465199582	Brunei Darussalam	Brunei Darussalam	Brunei Darussalam
0.668378313828517	0.335332012361885	Bolivia	Bolivia	Bolivia
0.514330069262001	0.534206254038094	Brazil	Brazil	Brazil
0.340957943417939	0.656133573144668	Bahamas, The	Bahamas, The	Bahamas, The
0.677388887682654	0.252796315711087	Bhutan	Bhutan	Bhutan
0.677063204290336	0.467852767991807	Botswana	Botswana	Botswana
0.198634300974879	0.723187461110687	Belarus	Belarus	Belarus
0.638958247389105	0.649095350923594	Belize	Belize	Belize
0.206667824652062	0.757254812868986	Canada	Canada	Canada
0.624953861519422	0.305370923621874	Congo, Dem. Rep.	Congo, Dem. Rep.	Congo, Dem. Rep.
0.599659118049374	0.269681208436912	Central African Republic	Central African Republic	Central African Republic
0.630164795796513	0.454604036724471	Congo, Rep.	Congo, Rep.	Congo, Rep.
0.183761426059014	0.758987766072448	Switzerland	Switzerland	Switzerland
0.809073539309985	0.300657366915179	Cote d'Ivoire	Cote d'Ivoire	Cote d'Ivoire
0.409460016935536	0.58657374363838	Chile	Chile	Chile
0.62289120003474	0.337653257573889	Cameroon	Cameroon	Cameroon
0.573387324402371	0.585036887771101	China	China	China
0.586197537833554	0.570298044768947	Colombia	Colombia	Colombia
0.531265605662549	0.66153993109915	Costa Rica	Costa Rica	Costa Rica
0.407071672058536	0.705215292263129	Cuba	Cuba	Cuba
0.708220248822112	0.435524069940927	Cape Verde	Cape Verde	Cape Verde
0.244881342684065	0.753627772216831	Cyprus	Cyprus	Cyprus
0.156295459973511	0.708416695286364	Czech Republic	Czech Republic	Czech Republic
0.193206244436242	0.727824631064335	Germany	Germany	Germany
0.76684325943939	0.294349189234424	Djibouti	Djibouti	Djibouti
0.170408406973967	0.768465803987868	Denmark	Denmark	Denmark
0.645471915235469	0.528860701459173	Dominican Republic	Dominican Republic	Dominican Republic
0.756204268623662	0.442531509440624	Algeria	Algeria	Algeria
0.645471915235469	0.521494130210076	Ecuador	Ecuador	Ecuador
0.182350131358968	0.719027993388784	Estonia	Estonia	Estonia
0.608995375295829	0.406114789984124	Egypt, Arab Rep.	Egypt, Arab Rep.	Egypt, Arab Rep.
0.673806370367154	0.29624441678391	Eritrea	Eritrea	Eritrea
0.263553857176976	0.734756823911776	Spain	Spain	Spain
0.697147013483292	0.29193939619426	Ethiopia	Ethiopia	Ethiopia
0.154232798488829	0.710541083094993	Finland	Finland	Finland
0.464609071368087	0.555354363657874	Fiji	Fiji	Fiji
0.70615758733743	0.581342961205829	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.
0.237716308053065	0.741004576250569	France	France	France
0.455489936383177	0.341028715984665	Gabon	Gabon	Gabon
0.225448900275745	0.745108939100871	United Kingdom	United Kingdom	United Kingdom
0.462437848752633	0.625057085796727	Grenada	Grenada	Grenada
0.236522135614565	0.669036853872104	Georgia	Georgia	Georgia
0.70854593221443	0.383476188595929	Ghana	Ghana	Ghana
0.609321058688147	0.209424221357713	Gambia, The	Gambia, The	Gambia, The
0.694650107475519	0.151307203464629	Guinea	Guinea	Guinea
0.568936318040689	0.242109770956411	Equatorial Guinea	Equatorial Guinea	Equatorial Guinea
0.222517749744881	0.740447066963403	Greece	Greece	Greece
0.632770262935059	0.427007897060148	Guatemala	Guatemala	Guatemala
0.444633823305904	0.647331995032354	Guam	Guam	Guam
0.565896606379052	0.203201931269936	Guinea-Bissau	Guinea-Bissau	Guinea-Bissau
0.581203725818008	0.495801578834379	Guyana	Guyana	Guyana
0.338135354017847	0.73522882563956	Hong Kong SAR, China	Hong Kong SAR, China	Hong Kong SAR, China
0.749473478515752	0.435555992763096	Honduras	Honduras	Honduras
0.174208046551013	0.697469067450378	Croatia	Croatia	Croatia
0.588043077056691	0.355219930573182	Haiti	Haiti	Haiti
0.173556679766376	0.707599623052276	Hungary	Hungary	Hungary
0.552652148424778	0.42517765525579	Indonesia	Indonesia	Indonesia
0.370703693249669	0.732537427703834	Ireland	Ireland	Ireland
0.363864342010986	0.733400103969593	Israel	Israel	Israel
0.55829732722496	0.383028509018368	India	India	India
0.754792973923616	0.516051289030258	Iraq	Iraq	Iraq
0.663710185205289	0.416652741602274	Iran, Islamic Rep.	Iran, Islamic Rep.	Iran, Islamic Rep.
0.277666804177432	0.777119168997256	Iceland	Iceland	Iceland
0.225557461406518	0.730929885587466	Italy	Italy	Italy
0.194508978005515	0.74384304718843	Channel Islands	Channel Islands	Channel Islands
0.563074016978961	0.685662943718203	Jamaica	Jamaica	Jamaica
0.818301235425668	0.565833790102048	Jordan	Jordan	Jordan
0.184521353974423	0.746929300031699	Japan	Japan	Japan
0.832956988079988	0.432531305362582	Kenya	Kenya	Kenya
0.491857915192045	0.560615928811802	Kyrgyz Republic	Kyrgyz Republic	Kyrgyz Republic
0.610732353388193	0.321829418651585	Cambodia	Cambodia	Cambodia
0.719727728684022	0.363311985959431	Comoros	Comoros	Comoros
