size	colour	x	y	clickSelects	tooltip	key	fill
2.80498447189992	#00C094	0.480893240983998	0.73787271937563	United Arab Emirates	United Arab Emirates population 1514798	United Arab Emirates	#00C094
3.60996894379985	#A58AFF	0.810159150617713	0.272635589621936	Afghanistan	Afghanistan population 11063107	Afghanistan	#A58AFF
2	#53B400	0.159552293896693	0.765151911019845	Antigua and Barbuda	Antigua and Barbuda population 63484	Antigua and Barbuda	#53B400
2.80498447189992	#C49A00	0.349534272748985	0.745934372074098	Albania	Albania population 3251512	Albania	#C49A00
2.80498447189992	#C49A00	0.2300084677682	0.696105126869846	Armenia	Armenia population 3457054	Armenia	#C49A00
3.60996894379985	#FB61D7	0.735143409253751	0.266075449666203	Angola	Angola population 9561022	Angola	#FB61D7
4.78854800926934	#53B400	0.285048961069979	0.732650677715814	Argentina	Argentina population 31254574	Argentina	#53B400
3.39427400463467	#C49A00	0.107442951125779	0.791032198992584	Austria	Austria population 7574586	Austria	#C49A00
3.9718012070186	#F8766D	0.153581431704193	0.814130641033452	Australia	Australia population 16263900	Australia	#F8766D
2	#53B400	0.203736674121198	0.768804413923018	Aruba	Aruba population 61835	Aruba	#53B400
3.39427400463467	#C49A00	0.26839568360944	0.648566344156222	Azerbaijan	Azerbaijan population 6886428	Azerbaijan	#C49A00
3.13841995766062	#C49A00	0.158140999196648	0.735144078147372	Bosnia and Herzegovina	Bosnia and Herzegovina population 4489555	Bosnia and Herzegovina	#C49A00
2	#53B400	0.147176324988601	0.778136518937094	Barbados	Barbados population 256500	Barbados	#53B400
6.89652938314476	#A58AFF	0.509770501769546	0.530310529632682	Bangladesh	Bangladesh population 99476987	Bangladesh	#A58AFF
3.60996894379985	#C49A00	0.121555898126235	0.80188595853005	Belgium	Belgium population 9870234	Belgium	#C49A00
3.39427400463467	#FB61D7	0.709414421260612	0.379131644512165	Burkina Faso	Burkina Faso population 8140076	Burkina Faso	#FB61D7
3.39427400463467	#C49A00	0.166065961743057	0.742068670322869	Bulgaria	Bulgaria population 8971359	Bulgaria	#C49A00
2	#00C094	0.400992248735263	0.748686955418982	Bahrain	Bahrain population 449006	Bahrain	#00C094
3.13841995766062	#FB61D7	0.658282128666652	0.372841708444076	Burundi	Burundi population 5106707	Burundi	#FB61D7
3.13841995766062	#FB61D7	0.702792192283475	0.366182379719462	Benin	Benin population 4546136	Benin	#FB61D7
2	#F8766D	0.356590746249213	0.762272396453482	Brunei Darussalam	Brunei Darussalam population 235982	Brunei Darussalam	#F8766D
3.13841995766062	#53B400	0.499240072084591	0.51585899203005	Bolivia	Bolivia population 6331219	Bolivia	#53B400
7.86037541459589	#53B400	0.297424929978071	0.643386106192105	Brazil	Brazil population 141767626	Brazil	#53B400
2	#53B400	0.24944091017652	0.707794200254068	Bahamas, The	Bahamas, The population 243397	Bahamas, The	#53B400
2	#A58AFF	0.619960049503876	0.415004915924597	Bhutan	Bhutan population 501192	Bhutan	#A58AFF
2	#FB61D7	0.519323881277547	0.619987817643007	Botswana	Botswana population 1263269	Botswana	#FB61D7
3.60996894379985	#C49A00	0.173665240897149	0.733707931183364	Belarus	Belarus population 10111000	Belarus	#C49A00
2	#53B400	0.471231300345224	0.748912695375748	Belize	Belize population 174250	Belize	#53B400
4.54558441227157	#00B6EB	0.135668845126691	0.823289450727182	Canada	Canada population 26550000	Canada	#00B6EB
4.78854800926934	#FB61D7	0.70854593221443	0.353171169450407	Congo, Dem. Rep.	Congo, Dem. Rep. population 31740965	Congo, Dem. Rep.	#FB61D7
