x	y	label	PANEL
0.5	0.0795454545454545	0	1
0.5	0.0795454545454545	0	2
0.5	0.0795454545454545	0.1	3
0.5	0.0795454545454545	0	4
0.5	0.0795454545454545	3.9	5
0.5	0.0795454545454545	0	6
0.5	0.0795454545454545	0.1	7
0.5	0.0795454545454545	0	8
0.5	0.0795454545454545	0	9
0.5	0.0795454545454545	0.4	10
0.5	0.0795454545454545	0.4	11
0.5	0.0795454545454545	0	12
0.5	0.0795454545454545	0.2	13
0.5	0.0795454545454545	0.1	14
0.5	0.0795454545454545	8.2	15
0.5	0.0795454545454545	0	16
0.5	0.0795454545454545	0	17
0.5	0.0795454545454545	0.5	18
0.5	0.0795454545454545	0	19
0.5	0.0795454545454545	3.2	20
0.5	0.0795454545454545	2.8	21
0.5	0.0795454545454545	0.1	22
0.5	0.0795454545454545	0	23
0.5	0.0795454545454545	6.8	24
