x	y	label	PANEL
0.196969696969697	0.875	0	1
0.196969696969697	0.875	0	2
0.196969696969697	0.875	1.6	3
0.196969696969697	0.875	0.3	4
0.196969696969697	0.875	0.1	5
0.196969696969697	0.875	0.3	6
0.196969696969697	0.875	0	7
0.196969696969697	0.875	0	8
0.196969696969697	0.875	0	9
0.196969696969697	0.875	0	10
0.196969696969697	0.875	0.8	11
0.196969696969697	0.875	0.6	12
0.196969696969697	0.875	0	13
0.196969696969697	0.875	0	14
0.196969696969697	0.875	0.3	15
0.196969696969697	0.875	0.2	16
0.196969696969697	0.875	5.1	17
0.196969696969697	0.875	1.4	18
0.196969696969697	0.875	0	19
0.196969696969697	0.875	0.1	20
0.196969696969697	0.875	0	21
0.196969696969697	0.875	0	22
0.196969696969697	0.875	2.1	23
0.196969696969697	0.875	28	24
