x	y	label	PANEL
0.095959595959596	0.875	0	1
0.095959595959596	0.875	0	2
0.095959595959596	0.875	146.2	3
0.095959595959596	0.875	0.1	4
0.095959595959596	0.875	0	5
0.095959595959596	0.875	0.1	6
0.095959595959596	0.875	0	7
0.095959595959596	0.875	0	8
0.095959595959596	0.875	0	9
0.095959595959596	0.875	0	10
0.095959595959596	0.875	0.2	11
0.095959595959596	0.875	6.7	12
0.095959595959596	0.875	0	13
0.095959595959596	0.875	0	14
0.095959595959596	0.875	0	15
0.095959595959596	0.875	0.3	16
0.095959595959596	0.875	4.3	17
0.095959595959596	0.875	1	18
0.095959595959596	0.875	0	19
0.095959595959596	0.875	0.2	20
0.095959595959596	0.875	0	21
0.095959595959596	0.875	0	22
0.095959595959596	0.875	1.7	23
0.095959595959596	0.875	32.4	24
