colour	x	xend	y	yend	tooltip	PANEL
#00BFC4	0.0456853374402548	0.0499679768966686	0.5	0.5	( 0 ,  0 )	1
#F8766D	0.0454545454545455	0.0457866786778216	0.5	0.5	( 0 ,  0 )	1
#00BFC4	0.0530689979874113	0.0590578652683803	0.5	0.5	( 0.01 ,  0.01 )	2
#F8766D	0.0455974023992431	0.0465280940317908	0.5	0.5	( 0 ,  0 )	2
#00BFC4	0.0454545454545455	0.0465920474311838	0.5	0.5	( 0 ,  0 )	3
#F8766D	0.0454545454545455	0.046290652137116	0.5	0.5	( 0 ,  0 )	3
#00BFC4	0.0460197475653907	0.0492960310711388	0.5	0.5	( 0 ,  0 )	4
#F8766D	0.0454545454545454	0.0456965788527331	0.5	0.5	( 0 ,  0 )	4
#00BFC4	0.0454545454545455	0.0469381001103205	0.5	0.5	( 0 ,  0 )	5
#F8766D	0.0454545454545455	0.0460133982959476	0.5	0.5	( 0 ,  0 )	5
#00BFC4	0.0454545454545455	0.0515511812023579	0.5	0.5	( 0 ,  0.01 )	6
#F8766D	0.0454545454545455	0.0464303936060958	0.5	0.5	( 0 ,  0 )	6
#00BFC4	0.045480867991351	0.0565560327614361	0.5	0.5	( 0 ,  0.01 )	7
#F8766D	0.0454545454545455	0.0464927323160619	0.5	0.5	( 0 ,  0 )	7
#00BFC4	0.053448786700519	0.0655061169430496	0.5	0.5	( 0.01 ,  0.02 )	8
#F8766D	0.0456684584379229	0.0499253456571933	0.5	0.5	( 0 ,  0 )	8
#00BFC4	0.0454545454545455	0.0498162378246693	0.5	0.5	( 0 ,  0 )	9
#F8766D	0.0454545454545455	0.045578238698652	0.5	0.5	( 0 ,  0 )	9
#00BFC4	0.0491159851455684	0.0581260436008924	0.5	0.5	( 0 ,  0.01 )	10
#F8766D	0.0454545454545454	0.0476119369290981	0.5	0.5	( 0 ,  0 )	10
#00BFC4	0.0454545454545455	0.0471028524983209	0.5	0.5	( 0 ,  0 )	11
#F8766D	0.0454545454545455	0.0464163736284261	0.5	0.5	( 0 ,  0 )	11
#00BFC4	0.0456277880093241	0.0509193143861267	0.5	0.5	( 0 ,  0.01 )	12
#F8766D	0.0454545454545455	0.0490114143645532	0.5	0.5	( 0 ,  0 )	12
#00BFC4	0.0454545454545455	0.0593814034393475	0.5	0.5	( 0 ,  0.02 )	13
#F8766D	0.0454545454545455	0.0466631381147026	0.5	0.5	( 0 ,  0 )	13
#00BFC4	0.0521466694734618	0.0769821984682672	0.5	0.5	( 0.01 ,  0.03 )	14
#F8766D	0.0454545454545455	0.0480308418904618	0.5	0.5	( 0 ,  0 )	14
#00BFC4	0.0454545454545455	0.0563234798010285	0.5	0.5	( 0 ,  0.01 )	15
#F8766D	0.0454545454545455	0.0467900006831955	0.5	0.5	( 0 ,  0 )	15
#00BFC4	0.0462020315491153	0.0562469287930198	0.5	0.5	( 0 ,  0.01 )	16
#F8766D	0.0454545454545455	0.0474446583461572	0.5	0.5	( 0 ,  0 )	16
#00BFC4	0.0454545454545455	0.048890847976088	0.5	0.5	( 0 ,  0 )	17
#F8766D	0.0454545454545455	0.0478503800201598	0.5	0.5	( 0 ,  0 )	17
#00BFC4	0.0481093312455649	0.0614848108852371	0.5	0.5	( 0 ,  0.02 )	18
#F8766D	0.0454545454545455	0.0472445690749878	0.5	0.5	( 0 ,  0 )	18
#00BFC4	0.0454545454545455	0.0530575239107244	0.5	0.5	( 0 ,  0.01 )	19
#F8766D	0.0454545454545455	0.0487401641134163	0.5	0.5	( 0 ,  0 )	19
#00BFC4	0.0469565763970786	0.104935741149353	0.5	0.5	( 0 ,  0.07 )	20
#F8766D	0.0454545454545455	0.049859552850109	0.5	0.5	( 0 ,  0 )	20
#00BFC4	0.0454545454545455	0.0637705479986457	0.5	0.5	( 0 ,  0.02 )	21
#F8766D	0.0454545454545455	0.048209193554212	0.5	0.5	( 0 ,  0 )	21
#00BFC4	0.0454545454545455	0.05861491991166	0.5	0.5	( 0 ,  0.01 )	22
#F8766D	0.0454545454545455	0.046763237240726	0.5	0.5	( 0 ,  0 )	22
#00BFC4	0.0454545454545455	0.0495559804416019	0.5	0.5	( 0 ,  0 )	23
#F8766D	0.0454545454545455	0.045876817224624	0.5	0.5	( 0 ,  0 )	23
#00BFC4	0.0454545454545455	0.0601726715313893	0.5	0.5	( 0 ,  0.02 )	24
#F8766D	0.0454545454545455	0.0508415086216351	0.5	0.5	( 0 ,  0.01 )	24
