colour	x	xend	y	yend	tooltip	PANEL
#00BFC4	0.0454545454545455	0.0458436362740852	0.5	0.5	( 0 ,  0 )	1
#F8766D	0.0454545454545455	0.0454583839625904	0.5	0.5	( 0 ,  0 )	1
#00BFC4	0.0454545454545454	0.0472892551290994	0.5	0.5	( 0 ,  0 )	2
#F8766D	0.0454545454545454	0.0454694208880458	0.5	0.5	( 0 ,  0 )	2
#00BFC4	0.0454545454545455	0.0461780843010599	0.5	0.5	( 0 ,  0 )	3
#F8766D	0.0454545454545455	0.0454634383600785	0.5	0.5	( 0 ,  0 )	3
#00BFC4	0.0454545454545454	0.047459998810601	0.5	0.5	( 0 ,  0 )	4
#F8766D	0.0454545454545454	0.0454570225911412	0.5	0.5	( 0 ,  0 )	4
#00BFC4	0.0454545454545455	0.0454668320492494	0.5	0.5	( 0 ,  0 )	5
#F8766D	0.0454545454545455	0.0454622893664324	0.5	0.5	( 0 ,  0 )	5
#00BFC4	0.0454545454545455	0.0459496893516307	0.5	0.5	( 0 ,  0 )	6
#F8766D	0.0454545454545455	0.0456323872977392	0.5	0.5	( 0 ,  0 )	6
#00BFC4	0.0454545454545455	0.0456529022466322	0.5	0.5	( 0 ,  0 )	7
#F8766D	0.0454545454545455	0.0454610243784595	0.5	0.5	( 0 ,  0 )	7
#00BFC4	0.0454545454545455	0.0460309453260911	0.5	0.5	( 0 ,  0 )	8
#F8766D	0.0454545454545455	0.0455036965252929	0.5	0.5	( 0 ,  0 )	8
#00BFC4	0.0454545454545455	0.0459093470579894	0.5	0.5	( 0 ,  0 )	9
#F8766D	0.0454545454545455	0.0454766198007105	0.5	0.5	( 0 ,  0 )	9
#00BFC4	0.0454545454545454	0.0455160956896128	0.5	0.5	( 0 ,  0 )	10
#F8766D	0.0454545454545454	0.0455020973142744	0.5	0.5	( 0 ,  0 )	10
#00BFC4	0.0454545454545455	0.0454573196970069	0.5	0.5	( 0 ,  0 )	11
#F8766D	0.0454545454545455	0.0454633076547643	0.5	0.5	( 0 ,  0 )	11
#00BFC4	0.0454545454545455	0.0465074697389566	0.5	0.5	( 0 ,  0 )	12
#F8766D	0.0454545454545455	0.0455586917898173	0.5	0.5	( 0 ,  0 )	12
#00BFC4	0.0454545454545455	0.0458583355623904	0.5	0.5	( 0 ,  0 )	13
#F8766D	0.0454545454545455	0.0455399097005451	0.5	0.5	( 0 ,  0 )	13
#00BFC4	0.0454545454545455	0.0480780888960256	0.5	0.5	( 0 ,  0 )	14
#F8766D	0.0454545454545455	0.046504752622768	0.5	0.5	( 0 ,  0 )	14
#00BFC4	0.0454545454545455	0.0455451511430974	0.5	0.5	( 0 ,  0 )	15
#F8766D	0.0454545454545455	0.0455615201638912	0.5	0.5	( 0 ,  0 )	15
#00BFC4	0.0454545454545455	0.0457426128229629	0.5	0.5	( 0 ,  0 )	16
#F8766D	0.0454545454545455	0.0454624307197256	0.5	0.5	( 0 ,  0 )	16
#00BFC4	0.0454545454545455	0.0515373693239972	0.5	0.5	( 0 ,  0.01 )	17
#F8766D	0.0454545454545455	0.0454979916842536	0.5	0.5	( 0 ,  0 )	17
#00BFC4	0.0454545454545455	0.0456383768872239	0.5	0.5	( 0 ,  0 )	18
#F8766D	0.0454545454545455	0.0455974801373212	0.5	0.5	( 0 ,  0 )	18
#00BFC4	0.0454545454545455	0.0481316300045207	0.5	0.5	( 0 ,  0 )	19
#F8766D	0.0454545454545455	0.0467784559707124	0.5	0.5	( 0 ,  0 )	19
#00BFC4	0.0454545454545455	0.0456709391478277	0.5	0.5	( 0 ,  0 )	20
#F8766D	0.0454545454545455	0.0553703147443609	0.5	0.5	( 0 ,  0.01 )	20
#00BFC4	0.0454545454545455	0.0462163268729112	0.5	0.5	( 0 ,  0 )	21
#F8766D	0.0454545454545455	0.0458888887321243	0.5	0.5	( 0 ,  0 )	21
#00BFC4	0.0454545454545455	0.0470205871471746	0.5	0.5	( 0 ,  0 )	22
#F8766D	0.0454545454545455	0.0457218207166113	0.5	0.5	( 0 ,  0 )	22
#00BFC4	0.0454545454545455	0.0461270556030949	0.5	0.5	( 0 ,  0 )	23
#F8766D	0.0454545454545455	0.0454610091747548	0.5	0.5	( 0 ,  0 )	23
#00BFC4	0.0454545454545455	0.0455854849266664	0.5	0.5	( 0 ,  0 )	24
#F8766D	0.0454545454545455	0.0461856101733316	0.5	0.5	( 0 ,  0 )	24
