colour	x	xend	y	yend	tooltip	PANEL
#00BFC4	0.0454545454545455	0.0479837932764635	0.5	0.5	( 0 ,  0 )	1
#F8766D	0.0454545454545455	0.0454556216217106	0.5	0.5	( 0 ,  0 )	1
#00BFC4	0.0455581542251943	0.0472284971008765	0.5	0.5	( 0 ,  0 )	2
#F8766D	0.0454545454545454	0.0454826983207334	0.5	0.5	( 0 ,  0 )	2
#00BFC4	0.0454545454545455	0.0455741470755495	0.5	0.5	( 0 ,  0 )	3
#F8766D	0.0454545454545455	0.0454699975421453	0.5	0.5	( 0 ,  0 )	3
#00BFC4	0.0454545454545454	0.045588286046536	0.5	0.5	( 0 ,  0 )	4
#F8766D	0.0454545454545454	0.04545870839182	0.5	0.5	( 0 ,  0 )	4
#00BFC4	0.0454545454545455	0.0455110520194443	0.5	0.5	( 0 ,  0 )	5
#F8766D	0.0454545454545455	0.0457180128634485	0.5	0.5	( 0 ,  0 )	5
#00BFC4	0.0454545454545455	0.0501649682780253	0.5	0.5	( 0 ,  0.01 )	6
#F8766D	0.0454545454545455	0.0456488932720105	0.5	0.5	( 0 ,  0 )	6
#00BFC4	0.0454545454545455	0.0462646676448943	0.5	0.5	( 0 ,  0 )	7
#F8766D	0.0454545454545455	0.0454735745094549	0.5	0.5	( 0 ,  0 )	7
#00BFC4	0.0454545454545455	0.0495351754952068	0.5	0.5	( 0 ,  0 )	8
#F8766D	0.0454545454545455	0.0455944995461424	0.5	0.5	( 0 ,  0 )	8
#00BFC4	0.0454545454545455	0.0510600379055565	0.5	0.5	( 0 ,  0.01 )	9
#F8766D	0.0454545454545455	0.0454631489971613	0.5	0.5	( 0 ,  0 )	9
#00BFC4	0.0454545454545454	0.0456692026461255	0.5	0.5	( 0 ,  0 )	10
#F8766D	0.0454545454545454	0.0454966027369007	0.5	0.5	( 0 ,  0 )	10
#00BFC4	0.0454545454545455	0.0462879171354582	0.5	0.5	( 0 ,  0 )	11
#F8766D	0.0454545454545455	0.045495512145297	0.5	0.5	( 0 ,  0 )	11
#00BFC4	0.0454545454545455	0.0472931504252685	0.5	0.5	( 0 ,  0 )	12
#F8766D	0.0454545454545455	0.0455705928402506	0.5	0.5	( 0 ,  0 )	12
#00BFC4	0.0454545454545455	0.0467658892743626	0.5	0.5	( 0 ,  0 )	13
#F8766D	0.0454545454545455	0.0455125074385563	0.5	0.5	( 0 ,  0 )	13
#00BFC4	0.0454545454545455	0.0690678719071901	0.5	0.5	( 0 ,  0.03 )	14
#F8766D	0.0454545454545455	0.046271901712534	0.5	0.5	( 0 ,  0 )	14
#00BFC4	0.0454545454545455	0.0454902431902644	0.5	0.5	( 0 ,  0 )	15
#F8766D	0.0454545454545455	0.0456942636836211	0.5	0.5	( 0 ,  0 )	15
#00BFC4	0.0454545454545455	0.0507602254288502	0.5	0.5	( 0 ,  0.01 )	16
#F8766D	0.0454545454545455	0.0455062702400454	0.5	0.5	( 0 ,  0 )	16
#00BFC4	0.0454545454545455	0.0467339661669308	0.5	0.5	( 0 ,  0 )	17
#F8766D	0.0454545454545455	0.0454816714336328	0.5	0.5	( 0 ,  0 )	17
#00BFC4	0.0454545454545455	0.0458100929339628	0.5	0.5	( 0 ,  0 )	18
#F8766D	0.0454545454545455	0.0454865471604565	0.5	0.5	( 0 ,  0 )	18
#00BFC4	0.0454545454545455	0.0724647229227082	0.5	0.5	( 0 ,  0.03 )	19
#F8766D	0.0454545454545455	0.0459882389445734	0.5	0.5	( 0 ,  0 )	19
#00BFC4	0.0454545454545455	0.0473241234535614	0.5	0.5	( 0 ,  0 )	20
#F8766D	0.0454545454545455	0.0461584616294865	0.5	0.5	( 0 ,  0 )	20
#00BFC4	0.0454545454545455	0.045829076510144	0.5	0.5	( 0 ,  0 )	21
#F8766D	0.0454545454545455	0.0462516742978414	0.5	0.5	( 0 ,  0 )	21
#00BFC4	0.0454545454545455	0.0471979869400403	0.5	0.5	( 0 ,  0 )	22
#F8766D	0.0454545454545455	0.0455563429251343	0.5	0.5	( 0 ,  0 )	22
#00BFC4	0.0454545454545455	0.0475751686870178	0.5	0.5	( 0 ,  0 )	23
#F8766D	0.0454545454545455	0.0454853862086721	0.5	0.5	( 0 ,  0 )	23
#00BFC4	0.0454545454545455	0.0455613518140348	0.5	0.5	( 0 ,  0 )	24
#F8766D	0.0454545454545455	0.0458165548266484	0.5	0.5	( 0 ,  0 )	24
