x	y	label	PANEL
0.601010101010101	0.761363636363636	1	1
0.601010101010101	0.761363636363636	0.7	2
0.601010101010101	0.761363636363636	1	3
0.601010101010101	0.761363636363636	0.3	4
0.601010101010101	0.761363636363636	1	5
0.601010101010101	0.761363636363636	0.9	6
0.601010101010101	0.761363636363636	0.7	7
0.601010101010101	0.761363636363636	0.5	8
0.601010101010101	0.761363636363636	1.9	9
0.601010101010101	0.761363636363636	0.6	10
0.601010101010101	0.761363636363636	0.7	11
0.601010101010101	0.761363636363636	2	12
0.601010101010101	0.761363636363636	0.9	13
0.601010101010101	0.761363636363636	0.6	14
0.601010101010101	0.761363636363636	1.6	15
0.601010101010101	0.761363636363636	0.5	16
0.601010101010101	0.761363636363636	3.3	17
0.601010101010101	0.761363636363636	0.3	18
0.601010101010101	0.761363636363636	0.4	19
0.601010101010101	0.761363636363636	0.6	20
0.601010101010101	0.761363636363636	1.5	21
0.601010101010101	0.761363636363636	0.6	22
0.601010101010101	0.761363636363636	1.1	23
0.601010101010101	0.761363636363636	0.8	24
