colour	x	xend	y	yend	tooltip	PANEL
#00BFC4	0.0933325260313538	0.1136609781466	0.5	0.5	( 0.05 ,  0.07 )	1
#F8766D	0.0527386615754178	0.060180081733244	0.5	0.5	( 0.01 ,  0.02 )	1
#00BFC4	0.065019597642092	0.0848191836522545	0.5	0.5	( 0.02 ,  0.04 )	2
#F8766D	0.0477417834066224	0.0540608912737749	0.5	0.5	( 0 ,  0.01 )	2
#00BFC4	0.0560294384439038	0.0702194454123711	0.5	0.5	( 0.01 ,  0.03 )	3
#F8766D	0.0465200595843402	0.0501856247354997	0.5	0.5	( 0 ,  0.01 )	3
#00BFC4	0.0516597073466062	0.0673554830913038	0.5	0.5	( 0.01 ,  0.02 )	4
#F8766D	0.0465213432066805	0.0541822835428858	0.5	0.5	( 0 ,  0.01 )	4
#00BFC4	0.0647189998756628	0.109096762168182	0.5	0.5	( 0.02 ,  0.07 )	5
#F8766D	0.0454545454545455	0.0544543423702138	0.5	0.5	( 0 ,  0.01 )	5
#00BFC4	0.0454545454545455	0.0683274155690238	0.5	0.5	( 0 ,  0.03 )	6
#F8766D	0.0454545454545455	0.0512160801515888	0.5	0.5	( 0 ,  0.01 )	6
#00BFC4	0.117888742561065	0.157495859352113	0.5	0.5	( 0.08 ,  0.12 )	7
#F8766D	0.0512836537606867	0.0628569824192113	0.5	0.5	( 0.01 ,  0.02 )	7
#00BFC4	0.0540647002654244	0.076199596429953	0.5	0.5	( 0.01 ,  0.03 )	8
#F8766D	0.0485820031689378	0.0645316463404415	0.5	0.5	( 0 ,  0.02 )	8
#00BFC4	0.0721518500853138	0.0977189999364105	0.5	0.5	( 0.03 ,  0.06 )	9
#F8766D	0.046904972967966	0.0531435945360139	0.5	0.5	( 0 ,  0.01 )	9
#00BFC4	0.0504566869592815	0.0669960673019842	0.5	0.5	( 0.01 ,  0.02 )	10
#F8766D	0.0454545454545454	0.0501594968956911	0.5	0.5	( 0 ,  0.01 )	10
#00BFC4	0.0650880793482695	0.0977931721642559	0.5	0.5	( 0.02 ,  0.06 )	11
#F8766D	0.0461174506817936	0.0536525584939338	0.5	0.5	( 0 ,  0.01 )	11
#00BFC4	0.0475172383164465	0.0653746680667381	0.5	0.5	( 0 ,  0.02 )	12
#F8766D	0.0454545454545455	0.0509357566934064	0.5	0.5	( 0 ,  0.01 )	12
#00BFC4	0.117589505987764	0.192838479856975	0.5	0.5	( 0.08 ,  0.16 )	13
#F8766D	0.0472949258535582	0.0618665423885664	0.5	0.5	( 0 ,  0.02 )	13
#00BFC4	0.0528328631347738	0.108503910433742	0.5	0.5	( 0.01 ,  0.07 )	14
#F8766D	0.0454545454545455	0.0547527709877749	0.5	0.5	( 0 ,  0.01 )	14
#00BFC4	0.0860757931961267	0.135367001313073	0.5	0.5	( 0.04 ,  0.1 )	15
#F8766D	0.0483632288125639	0.0632124174557263	0.5	0.5	( 0 ,  0.02 )	15
#00BFC4	0.0505335393942812	0.0850629352092384	0.5	0.5	( 0.01 ,  0.04 )	16
#F8766D	0.0454545454545455	0.0654350639166773	0.5	0.5	( 0 ,  0.02 )	16
#00BFC4	0.0573152744913883	0.0909339986891286	0.5	0.5	( 0.01 ,  0.05 )	17
#F8766D	0.0474382791465572	0.0606106489367025	0.5	0.5	( 0 ,  0.02 )	17
#00BFC4	0.0490711013894694	0.0692273980799936	0.5	0.5	( 0 ,  0.03 )	18
#F8766D	0.0467467613435065	0.0632370344825896	0.5	0.5	( 0 ,  0.02 )	18
#00BFC4	0.0876300010858904	0.206670427587263	0.5	0.5	( 0.05 ,  0.18 )	19
#F8766D	0.0454545454545455	0.091086016047327	0.5	0.5	( 0 ,  0.05 )	19
#00BFC4	0.0454545454545455	0.0875122079493101	0.5	0.5	( 0 ,  0.05 )	20
#F8766D	0.0454545454545455	0.0981548491607374	0.5	0.5	( 0 ,  0.06 )	20
#00BFC4	0.0600252809057029	0.118808215597111	0.5	0.5	( 0.02 ,  0.08 )	21
#F8766D	0.0467075636061188	0.0802010656745351	0.5	0.5	( 0 ,  0.04 )	21
#00BFC4	0.0454545454545455	0.101390752070975	0.5	0.5	( 0 ,  0.06 )	22
#F8766D	0.0454545454545455	0.0666311743298926	0.5	0.5	( 0 ,  0.02 )	22
#00BFC4	0.0528683933555433	0.100837987405564	0.5	0.5	( 0.01 ,  0.06 )	23
#F8766D	0.0454545454545455	0.0691296870454665	0.5	0.5	( 0 ,  0.03 )	23
#00BFC4	0.0454545454545455	0.0800115822283869	0.5	0.5	( 0 ,  0.04 )	24
#F8766D	0.0454545454545455	0.0629141142834845	0.5	0.5	( 0 ,  0.02 )	24
